"plate_x","plate_z","pitch_name","description","stand","release_speed","release_spin_rate"
1.39,1.22,"Cutter","ball","R",91.5,2490
-0.59,3.78,"4-Seam Fastball","swinging_strike","L",97,2219
-1.01,1.25,"Knuckle Curve","ball","L",82.2,2813
0.37,1.8,"Knuckle Curve","foul","L",83,2976
-0.44,2.55,"4-Seam Fastball","called_strike","L",96.4,2333
0.43,1.85,"Slider","hit_into_play","L",89,2427
-0.36,1.82,"Slider","called_strike","L",88.6,2519
-0.16,2.97,"Cutter","hit_into_play","R",92.1,2346
-0.63,1.86,"Cutter","called_strike","R",92.9,2373
-0.98,2.78,"4-Seam Fastball","ball","R",95.8,2324
-1.23,2.9,"4-Seam Fastball","ball","R",95.6,2268
0.16,1.97,"Slider","hit_into_play","R",86.6,2558
0.88,1.79,"Slider","swinging_strike","R",89.8,2468
0.61,1.55,"4-Seam Fastball","foul","R",97,2371
-0.53,2.96,"Knuckle Curve","hit_into_play","L",83.5,2690
-0.8,2.23,"4-Seam Fastball","foul","L",95.3,2332
-0.85,2.88,"4-Seam Fastball","ball","L",95.6,2379
0.39,0.62,"Slider","ball","L",88.5,2583
0.05,2.46,"Cutter","swinging_strike","R",93.3,2560
0.02,2.73,"Slider","foul","R",88.4,2477
0.84,1.85,"Slider","called_strike","R",88.7,2563
0.14,2.28,"4-Seam Fastball","foul","R",96.6,2449
-0.05,3.98,"4-Seam Fastball","ball","R",96.1,2522
1.19,1.93,"4-Seam Fastball","ball","R",95.6,2432
0.17,2.99,"4-Seam Fastball","hit_into_play","L",97.7,2381
1.37,0.53,"Knuckle Curve","blocked_ball","L",84.8,2850
0.56,1.18,"4-Seam Fastball","ball","R",98.2,2491
1.75,1.21,"4-Seam Fastball","ball","R",97.7,2437
0.94,0.67,"Slider","ball","R",89.7,2427
1.94,1.34,"4-Seam Fastball","ball","R",97.2,2509
-0.15,2.84,"4-Seam Fastball","hit_into_play","R",97.2,2359
1.49,0.58,"Knuckle Curve","foul","R",82.2,2806
0.69,1.88,"Cutter","called_strike","R",92.7,2455
0.69,2.43,"4-Seam Fastball","swinging_strike","R",97,2461
-0.2,1.58,"Knuckle Curve","swinging_strike","L",82.7,2880
0.31,1.36,"Slider","foul","L",89.8,2565
0.34,1.63,"4-Seam Fastball","called_strike","L",97.6,2347
0.75,1.95,"Changeup","hit_into_play","L",91,1584
0.87,2.02,"4-Seam Fastball","ball","L",97.6,2380
1.55,1.6,"Cutter","ball","R",93.8,2546
-1.92,3.33,"4-Seam Fastball","ball","R",96.4,2397
1.49,1.49,"Slider","ball","R",89.8,2533
0.42,2.52,"Slider","foul","R",87.2,2501
0.44,4.74,"4-Seam Fastball","ball","R",95.3,2368
0.31,2.38,"Cutter","foul","R",93.7,2452
0.7,1.82,"4-Seam Fastball","called_strike","R",95.6,2447
-0.36,1.94,"Slider","hit_into_play","L",90.3,2484
-1.18,4.25,"4-Seam Fastball","ball","L",98.8,2443
-0.77,3.57,"4-Seam Fastball","ball","L",97.4,2479
-0.06,3.86,"4-Seam Fastball","swinging_strike","L",97.4,2497
-0.78,3.09,"Cutter","called_strike","L",92.5,2408
0.45,3.01,"Cutter","hit_into_play","R",93,2488
-1.54,4.29,"4-Seam Fastball","ball","R",94.9,2328
1.07,0.53,"Slider","ball","R",89.6,2580
-0.24,2.24,"4-Seam Fastball","called_strike","R",96.5,2434
-0.71,2.91,"4-Seam Fastball","swinging_strike","L",96.8,2425
-0.06,3.05,"Knuckle Curve","foul","L",82.3,2699
0.69,2.19,"Slider","foul","L",88.2,2440
-0.2,2.31,"Cutter","swinging_strike","L",93.1,2467
-1.61,3.04,"4-Seam Fastball","ball","L",96.6,2496
0.09,1.3,"Slider","swinging_strike","L",87.3,2402
-0.01,1.7,"Knuckle Curve","hit_into_play","L",84.7,2785
0.63,3.01,"4-Seam Fastball","called_strike","L",98.3,2517
0.81,2.31,"Cutter","hit_into_play","L",94.5,2567
-0.99,2.76,"4-Seam Fastball","foul","L",98,2525
-0.33,1.59,"Knuckle Curve","called_strike","L",83.8,2734
-1.19,1.68,"Changeup","ball","L",89.8,1667
-0.8,2.52,"4-Seam Fastball","called_strike","L",97.3,2520
-0.03,1.1,"Cutter","ball","L",92.7,2513
1.27,1.57,"Cutter","ball","L",91.7,2559
-0.02,1.69,"Changeup","hit_into_play","L",88.7,1529
0.76,0.12,"Cutter","blocked_ball","L",91.4,2502
-0.19,1.27,"Changeup","foul","L",89.6,1688
-0.62,1.79,"Slider","called_strike","L",90.4,2488
0.18,2.41,"Slider","hit_into_play","R",88.9,2422
0.09,2.98,"4-Seam Fastball","foul","R",95.8,2418
0.23,2.2,"Cutter","called_strike","R",93.5,2540
1.54,3.16,"4-Seam Fastball","ball","R",95.9,2502
-0.82,3.44,"4-Seam Fastball","swinging_strike","L",96.7,2357
0.27,1.67,"Changeup","called_strike","L",90,1621
0.09,3.33,"4-Seam Fastball","swinging_strike","L",95.9,2345
-0.92,3.8,"4-Seam Fastball","ball","L",94,2327
-1,2.83,"Slider","ball","L",88.1,2405
0.82,2.65,"Cutter","called_strike","R",92.3,2470
0.01,2.69,"4-Seam Fastball","foul","R",97.1,2517
0.79,1.02,"Slider","ball","R",88,2467
-0.01,1.7,"4-Seam Fastball","foul","R",97.5,2363
-0.68,3.89,"4-Seam Fastball","ball","R",97.8,2368
0.29,2.88,"Slider","foul","R",91.2,2587
0.35,2.42,"4-Seam Fastball","hit_into_play","L",95.1,2373
-1.2,1.66,"Knuckle Curve","ball","L",81.5,2707
-0.57,2.76,"Slider","called_strike","L",90.9,2515
0.46,2.53,"Slider","hit_into_play","R",91.1,2409
-0.63,2.34,"Changeup","hit_into_play","L",88.9,1697
-0.72,1.82,"Changeup","called_strike","L",89,1674
-0.25,2.13,"Knuckle Curve","called_strike","L",82.9,2812
-0.38,2.58,"Changeup","hit_into_play","L",89.6,1638
1.95,2.58,"Cutter","ball","L",94,2538
0.42,4.11,"Cutter","swinging_strike","L",92.5,2508
0.11,1.43,"Changeup","ball","L",90.2,1591
0.24,2.37,"4-Seam Fastball","hit_into_play","L",97,2373
-1.47,3,"Changeup","ball","L",89.9,1721
0.92,4.53,"4-Seam Fastball","ball","L",97,2413
-0.56,2.85,"4-Seam Fastball","foul","L",96.5,2392
0.04,2.41,"4-Seam Fastball","called_strike","L",95.5,2543
-0.51,2.99,"4-Seam Fastball","hit_into_play","L",97.8,2452
0.8,4.95,"4-Seam Fastball","ball","L",96.9,2434
0.48,2.69,"Cutter","foul","L",93.6,2563
-0.94,2.55,"4-Seam Fastball","called_strike","L",96.8,2463
-0.96,2.75,"4-Seam Fastball","ball","L",95.8,2418
1.25,-0.03,"Slider","ball","L",90.3,2476
0.31,1.82,"4-Seam Fastball","hit_into_play","R",97,2461
0.81,2.13,"4-Seam Fastball","called_strike","R",96.2,2327
1.48,1.84,"4-Seam Fastball","ball","R",96.7,2382
1.04,1.27,"Slider","ball","R",89.6,2408
1.08,0.92,"4-Seam Fastball","ball","R",96.4,2265
0.48,2.95,"4-Seam Fastball","called_strike","L",97.8,2494
-0.71,2.64,"4-Seam Fastball","foul","L",95.5,2445
-1.62,1.85,"Changeup","ball","L",90.2,1724
-0.72,2.27,"Changeup","swinging_strike","L",88.9,1552
0.1,1.61,"Slider","foul","L",87.3,2512
-1.33,3.7,"4-Seam Fastball","ball","L",92.9,2307
0.55,1.71,"Cutter","hit_into_play","R",94.1,2563
-0.17,2.69,"Slider","foul","R",90,2621
-0.27,3.93,"4-Seam Fastball","foul","R",97.7,2462
0.99,2.33,"4-Seam Fastball","foul","R",98.5,2490
1.25,1.23,"Cutter","ball","R",93.8,2459
0.14,2.97,"4-Seam Fastball","foul","R",97.8,2363
0.58,2.13,"Slider","foul","R",89.5,2323
1.31,2.45,"Cutter","ball","R",92.9,2410
-1.1,2.94,"4-Seam Fastball","foul","R",97.2,2406
-1.12,4.33,"4-Seam Fastball","ball","R",97.6,2465
0.45,0.97,"Knuckle Curve","swinging_strike","L",85,2836
-0.84,0.57,"Changeup","swinging_strike_blocked","L",90.8,1654
-0.05,1.2,"Changeup","ball","L",90,1545
-0.47,1.84,"4-Seam Fastball","called_strike","L",96.3,2403
0.48,3.18,"4-Seam Fastball","hit_into_play","R",95.8,2407
0.64,2.02,"4-Seam Fastball","called_strike","R",95.2,2339
0.44,2.05,"4-Seam Fastball","called_strike","R",94.6,2359
-0.21,3.52,"4-Seam Fastball","hit_into_play","L",97.2,2280
0.93,4.24,"4-Seam Fastball","ball","L",96.8,2383
-0.63,2.61,"Slider","foul","L",87.5,2356
-1.55,2.63,"4-Seam Fastball","ball","L",93.5,2309
-0.36,3.06,"4-Seam Fastball","called_strike","L",94.1,2377
-1.11,2.8,"4-Seam Fastball","hit_into_play","L",95.8,2483
0.82,2.17,"Slider","foul","L",88.4,2584
0.43,4.76,"4-Seam Fastball","ball","L",98.2,2416
1.05,2.13,"Cutter","foul","L",92.3,2507
0.45,3.29,"4-Seam Fastball","swinging_strike","L",96.6,2429
0.81,3.06,"4-Seam Fastball","called_strike","L",96.6,2447
0.24,2.47,"Slider","hit_into_play","L",88.9,2541
-0.67,2.31,"4-Seam Fastball","foul","L",96.5,2266
-0.95,2.54,"Knuckle Curve","ball","L",83.7,2731
-0.88,2.75,"Slider","called_strike","L",88.1,2418
-0.99,2.75,"4-Seam Fastball","ball","L",95.9,2348
-0.59,2.39,"4-Seam Fastball","hit_into_play","L",95.8,2305
0.86,1.66,"Slider","hit_into_play","R",87.9,2644
1.23,2.37,"Cutter","ball","R",92.8,2592
1.01,1.21,"Slider","swinging_strike","L",88.7,2769
0.28,2.83,"Slider","foul","L",88.8,2575
0.35,-0.26,"Changeup","ball","L",89.8,1693
0.14,4.07,"4-Seam Fastball","ball","L",97.1,2486
-0.44,1.9,"4-Seam Fastball","swinging_strike","L",96.3,2426
1.05,1.25,"Slider","swinging_strike","L",88.5,2595
0.65,2.53,"Cutter","foul","L",93.3,2580
0.72,4.32,"4-Seam Fastball","ball","L",94.9,2458
0.56,3.42,"Cutter","called_strike","L",93.4,2518
1.02,1.25,"Knuckle Curve","ball","L",84.8,2809
0.39,2.99,"Cutter","hit_into_play","R",93.1,2509
1.85,2.06,"Cutter","ball","R",91.8,2545
1.55,1.59,"Slider","ball","R",88.3,2422
0.05,2.08,"4-Seam Fastball","hit_into_play","R",98.5,2586
1.91,0.07,"Cutter","blocked_ball","R",91.3,2745
0.99,1.96,"4-Seam Fastball","called_strike","R",97.5,2529
2.04,2.24,"Cutter","ball","R",93.1,2566
0.92,2.16,"Cutter","swinging_strike","R",94.5,2656
2.01,-0.03,"Cutter","blocked_ball","R",90.7,2756
-0.12,1.88,"4-Seam Fastball","hit_into_play","R",97.3,2466
-0.25,3.75,"4-Seam Fastball","foul_tip","L",98.6,2493
1.24,2.77,"4-Seam Fastball","foul","L",95.2,2596
-0.92,3.47,"4-Seam Fastball","bunt_foul_tip","L",95.6,2518
-0.7,2.54,"4-Seam Fastball","swinging_strike","L",98.8,2575
0.15,3.07,"4-Seam Fastball","foul","L",98.9,2516
1.62,1.41,"Cutter","blocked_ball","L",94.2,2691
-0.37,1.84,"4-Seam Fastball","foul","L",98.2,2430
0.89,-0.07,"Slider","blocked_ball","L",89.4,2680
0.58,2.81,"4-Seam Fastball","foul","L",97.8,2521
0.15,3.23,"4-Seam Fastball","swinging_strike","L",97.1,2511
1.73,1.47,"Cutter","ball","L",94.6,2573
0.22,2.62,"4-Seam Fastball","foul","L",98.1,2478
-0.09,2.83,"4-Seam Fastball","foul","L",97.1,2421
-0.05,2.61,"4-Seam Fastball","swinging_strike","L",96.3,2370
1.09,0.06,"Changeup","blocked_ball","L",89.9,1516
-0.41,2.08,"4-Seam Fastball","called_strike","L",95.8,2442
-0.53,3.83,"4-Seam Fastball","ball","L",95.8,2458
0.57,1.27,"Slider","ball","L",88.2,2432
-0.12,2.92,"4-Seam Fastball","hit_into_play","R",93.9,2409
-0.82,3.05,"4-Seam Fastball","hit_into_play","L",97.6,2417
1.38,1.09,"Slider","ball","L",87.8,2582
0.59,2.72,"4-Seam Fastball","foul","L",98,2456
0.36,3.25,"4-Seam Fastball","swinging_strike","L",96.3,2453
-0.24,2.72,"4-Seam Fastball","swinging_strike","L",96.4,2451
-0.15,2.71,"4-Seam Fastball","hit_into_play","L",96.1,2387
-1.06,1.66,"Changeup","ball","L",89.2,1499
0.42,-0.64,"Changeup","ball","L",90.4,1737
0.56,1.9,"Slider","swinging_strike","L",88.2,2649
1.07,2.42,"Cutter","hit_into_play","R",91.6,2498
1.97,1,"Slider","ball","R",89,2570
0.42,2.71,"Slider","foul","R",86.3,2731
0.25,2.15,"4-Seam Fastball","foul","R",95.9,2367
-1.27,2.91,"4-Seam Fastball","hit_into_play","R",95.3,2396
0.86,2.49,"4-Seam Fastball","called_strike","R",96.6,2458
0.48,3.28,"Cutter","foul","R",91.6,2602
-0.15,2.51,"4-Seam Fastball","foul","R",95,2482
-0.62,1.55,"Changeup","swinging_strike","L",89.3,1620
-0.39,1.42,"4-Seam Fastball","ball","L",97.6,2484
0.1,3.21,"4-Seam Fastball","foul","L",97,2449
-0.05,1.66,"Slider","foul","L",88.4,2453
-0.25,2.34,"4-Seam Fastball","foul_tip","L",96.3,2384
0.67,2.22,"4-Seam Fastball","foul","L",97.1,2467
0.22,1.24,"4-Seam Fastball","ball","L",97,2308
-1.18,3.37,"Changeup","foul","L",87.8,1269
-0.37,3.7,"4-Seam Fastball","foul_tip","L",96,2386
1.11,0.13,"Slider","ball","L",89.1,2569
1.11,2.61,"4-Seam Fastball","ball","L",97.1,2401
0.79,2.22,"4-Seam Fastball","called_strike","L",96.4,2354
0.19,1.91,"Knuckle Curve","hit_into_play","L",82.2,2701
0.25,3.28,"4-Seam Fastball","foul","L",97.1,2463
-0.22,1.94,"Knuckle Curve","foul","L",81.5,2662
1.11,2.29,"4-Seam Fastball","ball","L",96,2423
-0.57,3.31,"4-Seam Fastball","foul","L",95.5,2358
0.7,1.25,"Knuckle Curve","ball","L",82.3,2623
0.46,2.93,"4-Seam Fastball","hit_into_play","R",95.3,2321
-0.46,3.22,"4-Seam Fastball","swinging_strike","L",98.1,2318
0.81,2.72,"4-Seam Fastball","foul","L",96.7,2395
0.34,4.27,"4-Seam Fastball","ball","L",95.7,2443
0,1.96,"Knuckle Curve","called_strike","L",82,2784
0.7,2.88,"4-Seam Fastball","hit_into_play","L",96.9,2410
1.08,1.51,"Slider","ball","L",88.9,2520
-0.39,3.23,"4-Seam Fastball","foul","L",95.9,2432
0.01,3.22,"Knuckle Curve","swinging_strike","L",81.6,2695
-0.45,2,"4-Seam Fastball","foul","L",95.2,2382
1.15,2.75,"4-Seam Fastball","ball","L",95.7,2447
1.14,2.88,"4-Seam Fastball","ball","L",96.1,2462
0.29,1.98,"Slider","hit_into_play","R",88.2,2416
-0.15,3.11,"4-Seam Fastball","foul_tip","R",97.2,2448
0.63,2.57,"Cutter","foul","R",93.7,2682
1.83,-0.13,"Slider","ball","R",89.6,2542
1.16,1.12,"Slider","swinging_strike","R",88.5,2610
1.16,1.41,"Cutter","swinging_strike","R",93.2,2510
0.77,3.74,"4-Seam Fastball","ball","R",96.9,2434
0.86,1.18,"4-Seam Fastball","ball","R",96.5,2369
0.54,1.64,"Slider","called_strike","R",89.3,2567
-0.61,3.4,"4-Seam Fastball","foul","R",95.9,2342
-0.11,3.37,"4-Seam Fastball","foul","R",95.3,2522
0.11,3.36,"4-Seam Fastball","foul_tip","R",97,2507
-1.01,4.51,"4-Seam Fastball","ball","R",96.5,2477
0.23,1.74,"Slider","foul","R",88.3,2569
1.44,1.16,"Slider","ball","R",88.7,2486
0.55,2.08,"4-Seam Fastball","called_strike","R",95,2375
0.86,2.42,"4-Seam Fastball","called_strike","R",95.6,2446
1.2,1.38,"4-Seam Fastball","ball","R",96.4,2426
1.49,2.4,"Slider","hit_into_play","L",92.1,2511
-0.29,1.84,"4-Seam Fastball","called_strike","L",95.7,2463
0.82,2.58,"4-Seam Fastball","foul","L",95.7,2389
-0.01,2.83,"Slider","hit_into_play","R",90.8,2498
0.52,0.18,"Slider","ball","R",90.3,2582
1.08,2.29,"4-Seam Fastball","ball","R",94.1,2414
-0.64,2.63,"4-Seam Fastball","hit_into_play","R",96.1,2448
0.34,2.77,"4-Seam Fastball","foul","R",97,2394
0.66,1.36,"4-Seam Fastball","ball","R",97.5,2364
1.55,2.25,"4-Seam Fastball","ball","R",97.3,2492
-0.09,4.48,"4-Seam Fastball","ball","R",96.5,2359
-0.73,3.04,"4-Seam Fastball","foul","R",95.9,2349
0.09,1.94,"Slider","called_strike","R",87.6,2537
1.34,1.21,"Knuckle Curve","ball","R",81.3,2808
1.18,2.47,"4-Seam Fastball","ball","R",95.4,2330
0.89,1.7,"Slider","swinging_strike","R",90,2552
-0.19,2.99,"Slider","foul","R",87.6,2607
0.42,2.46,"4-Seam Fastball","called_strike","R",95.9,2427
-0.4,4.21,"4-Seam Fastball","ball","R",94.5,2359
0.01,0.14,"Knuckle Curve","swinging_strike_blocked","L",81.6,2852
0.04,1.37,"Slider","foul","L",88,2544
-0.26,2.8,"Changeup","foul","L",88.9,1628
0.66,2.2,"4-Seam Fastball","called_strike","L",95.6,2489
1.36,1.2,"Slider","swinging_strike","L",88.5,2515
-0.49,2.59,"Knuckle Curve","called_strike","L",82.4,2798
0.46,1.09,"Changeup","ball","L",89.9,1522
0.39,2.77,"4-Seam Fastball","called_strike","L",96.4,2371
0.52,2.3,"Knuckle Curve","called_strike","L",84.6,2936
-1.09,2.88,"4-Seam Fastball","foul","L",96.2,2301
-0.25,4.33,"4-Seam Fastball","ball","L",96.7,2466
-0.82,0.44,"Knuckle Curve","ball","L",83.4,2801
-0.15,2.17,"Slider","foul","L",90.6,2611
0.42,1.86,"Slider","swinging_strike","R",91.7,2679
1.08,0.54,"Knuckle Curve","ball","R",84.4,2843
-0.15,4.45,"4-Seam Fastball","ball","R",96.7,2477
0.74,2.21,"4-Seam Fastball","called_strike","R",96.2,2454
0.3,4.24,"4-Seam Fastball","ball","R",96.1,2450
-0.78,4.12,"4-Seam Fastball","swinging_strike","R",95.3,2508
-0.87,3.29,"4-Seam Fastball","swinging_strike","L",96.6,2448
-0.36,1.53,"4-Seam Fastball","called_strike","L",97,2514
0.87,1.41,"Knuckle Curve","foul_tip","L",85.1,2835
0.11,1.24,"4-Seam Fastball","ball","L",95.1,2443
0.17,2.64,"4-Seam Fastball","hit_into_play","R",97.7,2544
1.13,1.85,"Cutter","ball","R",94.2,2543
-0.02,3.88,"4-Seam Fastball","foul","R",96.7,2564
1.34,1.74,"Slider","ball","R",88,2664
-0.44,3.4,"4-Seam Fastball","foul","R",96.4,2348
-0.79,2.95,"4-Seam Fastball","foul","R",96.3,2374
0.75,1.6,"Slider","called_strike","R",91.5,2500
0.79,1.77,"4-Seam Fastball","ball","R",96.1,2363
1.25,2.95,"4-Seam Fastball","swinging_strike","R",97.7,2391
1.24,2.43,"Slider","foul","R",89.9,2582
1.86,-0.2,"Slider","ball","R",91.2,2588
0.88,2.38,"4-Seam Fastball","foul","R",95.9,2377
1.59,0.96,"Slider","ball","R",88.5,2613
0.42,2.1,"Knuckle Curve","foul","R",82.2,2741
-0.34,3.4,"4-Seam Fastball","swinging_strike","R",94.9,2267
-0.11,2.74,"Slider","foul_tip","R",90.3,2410
-0.17,2.53,"Slider","swinging_strike","R",87.6,2583
-0.87,4.18,"4-Seam Fastball","ball","R",95,2405
0.89,2.24,"4-Seam Fastball","foul","R",95.6,2518
1.08,3.61,"4-Seam Fastball","ball","R",94.4,2403
1.14,1.91,"Slider","swinging_strike","R",91.1,2514
-0.24,3.56,"4-Seam Fastball","foul","R",97,2434
1.43,0.31,"Slider","ball","R",90.6,2535
1.97,0.02,"Slider","ball","R",88.7,2544
1.32,1.49,"Slider","swinging_strike","R",89.1,2548
0.74,1.81,"Knuckle Curve","hit_into_play","L",84.1,2982
0.14,2.82,"4-Seam Fastball","foul","L",96.3,2495
1.4,0.78,"Slider","swinging_strike","L",90.7,2552
0.36,3.39,"4-Seam Fastball","swinging_strike","L",96.2,2508
-0.91,3.12,"4-Seam Fastball","hit_into_play","L",95.9,2414
0.67,4.25,"4-Seam Fastball","ball","L",97.1,2355
-0.23,0.68,"Changeup","ball","L",89.3,1524
-0.61,3.32,"4-Seam Fastball","foul","L",95.5,2532
-0.57,3.2,"4-Seam Fastball","swinging_strike","L",96.9,2481
0.07,2.99,"4-Seam Fastball","swinging_strike","L",95.2,2482
0.44,3.4,"4-Seam Fastball","swinging_strike","L",96.4,2540
0.84,0.44,"Knuckle Curve","ball","L",81.4,2832
-0.25,2.79,"Slider","hit_into_play","R",88.4,2465
0.6,2.6,"4-Seam Fastball","foul","R",96.3,2498
-0.72,3.14,"4-Seam Fastball","foul_tip","R",96.2,2413
0.11,3.55,"4-Seam Fastball","foul","R",96.3,2473
1.13,0.65,"Slider","ball","R",90,2435
-0.81,1.86,"4-Seam Fastball","hit_into_play","L",95.4,2479
-1.26,1.36,"Slider","ball","L",88.6,2494
-1.24,4.64,"4-Seam Fastball","ball","L",95.4,2351
0.34,1.91,"4-Seam Fastball","foul","L",94.8,2409
-0.84,1.2,"4-Seam Fastball","ball","L",94.8,2468
-0.4,3.42,"4-Seam Fastball","swinging_strike","L",94.6,2424
-0.19,2.14,"4-Seam Fastball","called_strike","L",93.9,2417
-1.13,3.19,"4-Seam Fastball","hit_into_play","R",95.2,2444
-0.74,3.62,"4-Seam Fastball","ball","R",95.2,2482
-0.34,1.92,"4-Seam Fastball","hit_into_play","R",95,2465
1.16,3.18,"4-Seam Fastball","ball","R",95.3,2468
0.42,1.61,"Changeup","hit_into_play","L",88.8,1514
1.07,0.38,"4-Seam Fastball","ball","L",95.5,2409
1.04,3.21,"4-Seam Fastball","ball","L",97.3,2525
-0.08,2.45,"Changeup","foul","L",88.5,1472
-1.46,2.72,"4-Seam Fastball","ball","L",95.4,2328
0.16,2.21,"Cutter","hit_into_play","L",91.6,2508
-0.89,3.12,"4-Seam Fastball","ball","L",93.3,2377
0.76,2.34,"Cutter","hit_into_play","R",92,2491
0.8,1.08,"Knuckle Curve","swinging_strike","R",79.2,2653
1.06,1.94,"Slider","ball","R",89.6,2502
1.35,1.47,"Slider","hit_into_play","R",88.7,2474
1.28,0.98,"Slider","ball","R",89.5,2560
0.75,2.08,"Slider","foul","R",88.3,2455
0.56,2.02,"Knuckle Curve","foul","R",82.4,2684
0.06,2,"4-Seam Fastball","called_strike","R",97,2331
-0.01,1.87,"4-Seam Fastball","called_strike","R",98.6,2267
-0.61,3.01,"4-Seam Fastball","foul","R",97.7,2395
-0.7,3.84,"4-Seam Fastball","ball","R",97.1,2257
-0.22,2.91,"4-Seam Fastball","swinging_strike","R",97.3,2268
0.34,2.81,"4-Seam Fastball","foul","R",95,2320
1.35,0.34,"Slider","blocked_ball","R",88,2554
0.99,1.81,"4-Seam Fastball","ball","R",96.2,2373
0.52,3.35,"Cutter","hit_into_play","L",93.9,2451
-0.81,1.66,"Changeup","foul","L",88.7,1623
1.29,1.9,"Cutter","swinging_strike","L",92.7,2483
-0.1,1.41,"4-Seam Fastball","hit_into_play","R",96.3,2256
-0.61,4.18,"4-Seam Fastball","ball","R",95.3,2342
-1.34,1.75,"4-Seam Fastball","ball","R",94.8,2317
-0.63,1.84,"4-Seam Fastball","hit_into_play","L",96.9,2323
-0.43,2.5,"Changeup","foul","L",88,1390
-0.38,2.27,"4-Seam Fastball","foul","L",95.6,2364
-1.53,2.68,"4-Seam Fastball","ball","L",95.4,2303
-0.76,2.8,"Knuckle Curve","called_strike","L",80.4,2633
-0.88,1.77,"Changeup","ball","L",87.9,1363
-1.68,3.21,"Changeup","ball","L",85.6,1360
0.74,2,"Slider","hit_into_play","R",84.9,2403
0.85,2.54,"Cutter","called_strike","R",91.8,2516
0,1.97,"Changeup","hit_into_play","L",87.9,1524
-0.28,2.3,"4-Seam Fastball","hit_into_play","L",95.3,2356
-1.03,3.18,"Knuckle Curve","ball","L",81.6,2714
-0.79,3.31,"4-Seam Fastball","ball","L",93.8,2294
0.33,2.26,"Slider","hit_into_play","R",87.1,2547
0.86,0.8,"Knuckle Curve","swinging_strike","R",82.6,2821
0.73,1.72,"Slider","foul","R",89.3,2424
0.75,1.74,"4-Seam Fastball","called_strike","R",95.6,2379
0.27,2.5,"4-Seam Fastball","called_strike","R",97.2,2416
-0.62,2.89,"Changeup","foul","R",87.5,1450
0.8,2.11,"Slider","foul","R",87,2475
-1.66,3.92,"Slider","ball","R",85.8,2460
0.17,2.21,"4-Seam Fastball","hit_into_play","L",96.8,2432
-1.43,2.44,"Slider","ball","L",86.5,2370
0.37,1.75,"4-Seam Fastball","foul","L",95.6,2347
-1.12,3.41,"Changeup","ball","L",88.4,1428
-1.41,1.59,"4-Seam Fastball","ball","L",95.3,2288
0.44,3.25,"4-Seam Fastball","called_strike","R",95.8,2265
0.21,1.55,"4-Seam Fastball","foul","R",95.6,2434
0.33,2.18,"4-Seam Fastball","foul","R",98,2354
0.52,1.44,"Slider","swinging_strike","R",88,2381
-0.01,1.57,"4-Seam Fastball","called_strike","R",95.6,2321
0.77,1.93,"Cutter","ball","R",91.7,2426
0.96,1.42,"4-Seam Fastball","ball","R",94.5,2223
-0.57,1.73,"Knuckle Curve","hit_into_play","L",83.3,2844
0.22,3.19,"4-Seam Fastball","foul","L",98.4,2427
-0.23,2.68,"4-Seam Fastball","swinging_strike","L",94.8,2307
-0.54,1.89,"4-Seam Fastball","foul","L",95.1,2363
0.14,2.08,"Slider","hit_into_play","R",90,2661
1.47,0.86,"Slider","ball","R",89.6,2579
-0.27,1.45,"4-Seam Fastball","called_strike","R",96.6,2382
-0.28,2.29,"4-Seam Fastball","foul","R",96.8,2415
-0.56,1.91,"Slider","hit_into_play","L",87.5,2552
1.11,2.81,"4-Seam Fastball","ball","L",96.6,2420
0.07,3.98,"Slider","ball","L",88,2370
0.41,2.24,"4-Seam Fastball","called_strike","L",95.3,2367
0.56,2.39,"4-Seam Fastball","hit_into_play","L",96.4,2374
-0.91,2.57,"4-Seam Fastball","hit_into_play","R",98,2399
-0.36,1.8,"Knuckle Curve","foul","R",82.9,2873
0.07,2.49,"Cutter","hit_into_play","R",93,2512
-0.84,4.18,"4-Seam Fastball","ball","R",97.3,2407
0.18,1.57,"4-Seam Fastball","called_strike","R",96.9,2438
1.1,2.45,"Cutter","ball","R",93.7,2547
1.22,1.28,"4-Seam Fastball","ball","R",96.9,2367
-0.78,1.05,"Changeup","ball","R",88.4,1662
-0.62,2.22,"Knuckle Curve","called_strike","R",82,2809
0.91,3.18,"4-Seam Fastball","hit_into_play","L",95.5,2447
-0.02,2.93,"Knuckle Curve","called_strike","L",81.5,2834
0.81,1.53,"Slider","hit_into_play","R",88,2354
0.73,2.4,"4-Seam Fastball","called_strike","R",95.2,2375
0.13,1.29,"Slider","hit_into_play","L",86.7,2506
-0.6,2.73,"4-Seam Fastball","foul","L",95,2200
0.96,3.85,"Cutter","ball","L",91.9,2301
-0.99,2.45,"4-Seam Fastball","ball","L",93,2275
-0.77,3.09,"4-Seam Fastball","called_strike","L",96.4,2384
0.23,2.58,"4-Seam Fastball","hit_into_play","R",95.6,2301
1.46,1.37,"Slider","ball","R",87.9,2504
-0.28,2.57,"Slider","called_strike","R",88.1,2334
-0.22,2.08,"4-Seam Fastball","called_strike","L",97,2328
-0.13,3.48,"4-Seam Fastball","foul","L",96.3,2512
0.39,1.24,"Slider","ball","L",86.9,2552
0.06,2.8,"4-Seam Fastball","foul","L",95.7,2334
0.68,2.17,"Slider","foul","L",89.1,2482
-0.32,3.25,"Slider","foul","L",85.9,2525
