"plate_x","plate_z","pitch_name","description","stand","release_speed","release_spin_rate"
-0.93,3.22,"Sinker","hit_into_play","R",94.7,2202
-0.54,1.83,"Sinker","hit_into_play","R",95.5,2122
-0.96,2.61,"4-Seam Fastball","called_strike","L",96.5,2223
0.73,4.34,"4-Seam Fastball","ball","L",95.9,2326
-0.47,2.53,"Slider","called_strike","L",86.3,2378
-0.02,2.54,"4-Seam Fastball","called_strike","L",94.4,2353
-0.77,3.45,"Sinker","hit_into_play","L",96.3,2106
0.86,0.47,"Slider","blocked_ball","L",89.2,NA
0.14,2.98,"Sinker","foul","L",95.8,2293
0.38,3.11,"Sinker","foul","L",95.8,2226
-0.78,2.71,"4-Seam Fastball","hit_into_play","R",96.1,2267
0.59,4.39,"Slider","ball","R",78.5,NA
-0.58,0.91,"Sinker","ball","R",96.1,NA
-1.22,3.41,"Sinker","foul","R",95.2,2098
-1.5,3.52,"4-Seam Fastball","ball","R",94.9,2295
-0.29,4.04,"4-Seam Fastball","foul_tip","L",95.6,2173
0.7,1.96,"Knuckle Curve","called_strike","L",81.4,2532
1.34,3.08,"4-Seam Fastball","ball","L",96.2,2452
0.51,2.53,"4-Seam Fastball","foul","L",95.1,2295
-0.46,3.07,"Sinker","hit_into_play","L",95,2177
0.12,1.9,"4-Seam Fastball","foul","L",95.1,2148
1.5,1.44,"Knuckle Curve","ball","L",81.7,2603
-0.02,3.03,"Sinker","foul","L",95.5,2108
0.26,1.27,"4-Seam Fastball","foul","L",95.4,2220
0.52,1.92,"4-Seam Fastball","foul","L",93.3,2247
0.09,0.97,"4-Seam Fastball","ball","L",94.2,2346
1.19,1.16,"4-Seam Fastball","ball","L",94.6,2328
-0.06,2.24,"Knuckle Curve","hit_into_play","L",83.2,2416
0.22,3.85,"Sinker","foul","L",98.9,2405
-0.41,2.69,"Sinker","foul","L",98.5,2206
0.19,2.67,"4-Seam Fastball","foul","L",97.9,2140
-0.29,2.46,"Slider","hit_into_play","R",87.7,NA
0.46,2.51,"Changeup","hit_into_play","L",91.5,1727
-0.99,2.63,"Sinker","ball","L",96.6,2283
-0.07,3.07,"4-Seam Fastball","hit_into_play","R",96.5,2150
-0.3,3.13,"Sinker","foul","R",93.8,2052
-0.11,1.12,"Sinker","ball","R",96.7,2291
-1.42,4.14,"Slider","ball","R",87.2,2306
-0.02,1.4,"Slider","swinging_strike","L",83.2,2782
0.83,3.06,"Sinker","ball","L",98.1,2209
0.41,1.26,"Changeup","swinging_strike","L",89.1,1781
0.52,2.79,"Sinker","called_strike","L",96.4,2287
-0.61,3.31,"Sinker","ball","L",96.2,2174
-0.74,1.89,"Sinker","hit_into_play","R",97.9,2217
0.18,1.07,"Sinker","ball","R",98.6,2287
1.18,1.84,"Sinker","ball","R",98.4,2194
0.03,2.28,"Slider","hit_into_play","R",87.7,NA
1.23,0.86,"Slider","blocked_ball","R",88.5,2321
1.12,2.37,"Slider","ball","R",84.2,2526
-0.23,1.27,"4-Seam Fastball","ball","L",97.2,2155
-0.03,1.95,"4-Seam Fastball","called_strike","L",95.1,2082
-1.06,3.48,"Sinker","ball","L",96.2,2133
0.33,1.39,"4-Seam Fastball","ball","L",96,2213
-1.37,2.79,"4-Seam Fastball","ball","L",96.3,2242
0.05,1.68,"Knuckle Curve","swinging_strike","R",81.3,2683
1.28,1.8,"Slider","ball","R",86.8,2497
0.07,2.07,"Sinker","foul","R",96.1,2287
0.69,2,"4-Seam Fastball","called_strike","R",95.5,2341
0.05,2.49,"Sinker","called_strike","R",94.5,2220
0.37,1.63,"Changeup","hit_into_play","L",90.8,1652
-1.62,2.74,"Sinker","ball","L",97.4,2160
-0.58,2.58,"4-Seam Fastball","hit_into_play","R",97.8,2322
0.15,1.25,"Knuckle Curve","swinging_strike","R",82.9,2546
1.08,0.77,"Slider","ball","R",87.9,NA
0.38,1.59,"Slider","called_strike","R",87.2,2280
-0.86,3.79,"Knuckle Curve","ball","R",79.9,2558
-0.04,1.99,"Knuckle Curve","swinging_strike","L",82.1,2606
0.79,2.32,"Sinker","called_strike","L",95.8,2251
1.05,2.25,"4-Seam Fastball","ball","L",96.4,2294
-0.49,3.03,"Slider","called_strike","L",87,2406
0.72,0.67,"Knuckle Curve","ball","L",82,2866
-0.43,2.46,"Sinker","hit_into_play","R",95.8,2251
-0.5,2.67,"Sinker","called_strike","R",97.2,2204
0.03,2.94,"Slider","called_strike","R",87.8,1186
0.13,1.78,"Slider","hit_into_play","L",83.8,2598
-0.09,2.03,"Slider","foul","L",87.4,2402
0.45,1.63,"4-Seam Fastball","ball","L",97.7,2325
0.1,3.97,"4-Seam Fastball","ball","L",96,2264
0.33,2.16,"Knuckle Curve","hit_into_play","R",82.4,2482
-1.17,2.2,"Sinker","called_strike","R",95.8,2303
-0.3,2.22,"Sinker","hit_into_play","R",95.8,2169
-0.76,2.96,"4-Seam Fastball","foul","R",93.4,2110
-0.46,2.72,"4-Seam Fastball","hit_into_play","L",93.4,2026
-0.6,4.03,"Sinker","ball","L",96,2132
-0.79,2.79,"Changeup","called_strike","L",87.6,1584
-0.71,3.07,"Slider","called_strike","L",85.3,2254
0.78,1.65,"Slider","ball","L",85.6,2288
0.64,2.95,"Knuckle Curve","swinging_strike","R",82.7,2660
0.93,1.84,"4-Seam Fastball","ball","R",97.8,2435
0.32,3.12,"Slider","foul","R",88.7,2407
0.36,2.89,"4-Seam Fastball","called_strike","R",94.3,2299
-0.64,2.32,"Sinker","hit_into_play","L",94.7,2280
0.34,1.06,"Sinker","ball","L",95.3,2252
1.31,0.93,"4-Seam Fastball","ball","L",94.9,2323
0.52,1.06,"Knuckle Curve","hit_into_play","R",82.6,2768
-0.43,3.09,"4-Seam Fastball","foul","R",95.8,NA
-0.78,2.77,"Sinker","foul","R",93.9,2294
-1.25,3.02,"4-Seam Fastball","ball","R",95,2319
0.55,1.65,"Slider","called_strike","L",89.8,2337
0.75,2.96,"4-Seam Fastball","called_strike","L",96.6,2156
-0.29,2.69,"4-Seam Fastball","called_strike","L",95.8,2098
0.18,3.7,"Knuckle Curve","ball","R",81.9,2451
1.37,1.41,"Slider","foul","R",90.5,2460
0.43,1.55,"Sinker","ball","R",97.6,2279
-1.36,2.96,"Sinker","foul","R",97,2200
0.09,2.39,"Sinker","foul","R",98,2310
0.32,1.3,"Slider","swinging_strike","R",88.6,2272
0.77,1.32,"Slider","ball","R",89.1,NA
0.71,1.61,"Knuckle Curve","called_strike","R",80.7,2526
-0.02,3.42,"Sinker","ball","R",96.5,2406
-0.91,2.49,"Knuckle Curve","swinging_strike","L",84,2737
-0.24,2.04,"4-Seam Fastball","foul","L",97.5,2315
0.49,3.92,"Sinker","ball","L",96.8,2243
-0.2,2.85,"4-Seam Fastball","foul","L",95.6,2329
1.12,0.45,"Knuckle Curve","swinging_strike_blocked","L",83.3,2769
0.87,2.08,"4-Seam Fastball","ball","L",97.1,2332
2.06,0.33,"Knuckle Curve","swinging_strike","R",82.9,2708
1.47,2.94,"Sinker","ball","R",97.8,2294
-0.8,4.18,"Sinker","ball","R",96,2431
0.56,2.34,"4-Seam Fastball","called_strike","R",95,2306
-0.09,1.99,"4-Seam Fastball","called_strike","R",94.8,2360
-0.32,3.02,"Slider","hit_into_play","R",86.6,2387
0.78,2.96,"4-Seam Fastball","ball","R",95.5,2216
-0.1,2.96,"Sinker","foul","R",95.5,2419
1.69,0.27,"Knuckle Curve","ball","R",82.1,2504
0.19,2.29,"Knuckle Curve","called_strike","R",81.8,2697
-1.06,3.97,"Sinker","ball","R",95.4,2204
-0.26,2.4,"4-Seam Fastball","called_strike","R",93.2,2277
0.25,3.09,"4-Seam Fastball","hit_into_play","L",93.8,2206
0.37,4.2,"4-Seam Fastball","ball","L",93.9,2213
-0.21,2.65,"4-Seam Fastball","called_strike","L",94.5,2226
-1.44,3.5,"Sinker","ball","R",96.3,NA
0.97,0.48,"Slider","blocked_ball","R",89.6,2328
0.51,1.02,"4-Seam Fastball","ball","R",96.9,2098
0.48,3.02,"4-Seam Fastball","foul","R",96,2152
-0.02,0.88,"Knuckle Curve","blocked_ball","R",81.8,2635
-1.89,4.25,"Sinker","hit_by_pitch","R",96.1,2230
-0.02,1.82,"Slider","swinging_strike","R",86.8,NA
-2.11,3.17,"4-Seam Fastball","ball","R",96.5,2129
0.06,3.92,"4-Seam Fastball","hit_into_play","L",96.7,2030
0.3,2.23,"4-Seam Fastball","hit_into_play","L",97,2279
-0.3,1.78,"4-Seam Fastball","called_strike","L",98.1,2084
1.26,0.55,"Slider","blocked_ball","R",88.6,2379
1.2,3.59,"4-Seam Fastball","ball","R",97.7,2204
-1.82,2.85,"Sinker","foul","R",96.6,NA
0.6,-0.05,"Slider","ball","R",87.5,NA
0.19,0.7,"Knuckle Curve","ball","R",82.1,2718
0.52,1.28,"Slider","swinging_strike","L",89.6,2398
-1.12,2.18,"Slider","foul","L",89.6,2346
0.68,2.64,"4-Seam Fastball","foul","L",97.1,2166
-1.09,3.36,"Knuckle Curve","ball","L",82.5,2410
0.08,1.68,"4-Seam Fastball","called_strike","L",96.4,2006
-0.59,1.18,"Slider","swinging_strike","L",90.3,NA
0.11,1.66,"Knuckle Curve","foul","L",84.2,NA
-0.37,3.11,"4-Seam Fastball","foul","L",98.2,2168
0.72,3.55,"4-Seam Fastball","ball","L",98.1,2056
-0.41,2.39,"Knuckle Curve","called_strike","L",84,2613
-0.05,2.81,"4-Seam Fastball","foul","L",96.9,2226
1.38,3.72,"4-Seam Fastball","ball","L",97,2169
0.27,2.08,"4-Seam Fastball","called_strike","R",98.7,2215
0.82,1.14,"Slider","ball","R",91,2394
1.52,2.95,"4-Seam Fastball","ball","R",98.9,2117
-0.54,2.6,"4-Seam Fastball","foul","R",98,2237
1.45,0.83,"Slider","blocked_ball","R",88.4,2405
0.8,2.92,"Slider","swinging_strike","R",88.3,NA
0.21,3.23,"Changeup","foul","R",89.4,1560
0.59,2.41,"Slider","hit_into_play","R",87.9,NA
-0.69,2.9,"4-Seam Fastball","foul","R",96.4,2089
0.47,2.74,"4-Seam Fastball","foul","R",96.2,2189
0.01,2.44,"4-Seam Fastball","hit_into_play","R",97.9,2228
-1.49,2.54,"4-Seam Fastball","foul","R",96.4,1967
-0.47,2.69,"Sinker","foul","R",96.6,2064
-0.05,1.74,"4-Seam Fastball","called_strike","R",96,1999
-0.27,2.36,"4-Seam Fastball","called_strike","R",96.5,2037
-0.38,3.46,"4-Seam Fastball","ball","R",96.5,2048
-2.02,3.47,"Sinker","ball","R",96.5,2114
0.83,-0.18,"Slider","ball","R",88.1,NA
0.57,1.28,"Slider","swinging_strike","R",89.2,775
0.28,2.3,"Slider","swinging_strike","R",89.2,2308
-1.36,4.03,"4-Seam Fastball","ball","R",96.3,2082
1.97,0.69,"Slider","blocked_ball","R",88.2,2325
0.26,1.23,"Knuckle Curve","swinging_strike","R",83.5,2427
-0.84,2.98,"4-Seam Fastball","hit_into_play","L",96.7,2092
-1.77,2.99,"Sinker","ball","L",97.8,2193
-0.27,2.18,"4-Seam Fastball","hit_into_play","L",98.9,2179
0.59,0.84,"Slider","foul","L",87.5,588
0.68,2.59,"4-Seam Fastball","ball","L",98.3,2098
-0.7,2.46,"Sinker","swinging_strike","L",99.4,2095
-0.47,3.44,"Slider","called_strike","L",87.3,NA
-1.61,3.12,"Changeup","ball","L",89.3,1657
0.2,0.56,"Slider","blocked_ball","L",88,2348
-0.17,2.56,"Sinker","hit_into_play","R",97.4,2186
0.24,2.34,"4-Seam Fastball","hit_into_play","L",98.6,2175
-1.84,2.59,"Sinker","ball","L",98.3,2165
0.83,1.46,"4-Seam Fastball","ball","L",98.9,2090
0.46,2.15,"4-Seam Fastball","foul","L",97.9,2153
0.91,2.2,"4-Seam Fastball","foul","L",97.1,2149
1.41,2.69,"4-Seam Fastball","ball","L",96.3,2192
-0.41,3.5,"4-Seam Fastball","foul","L",95.4,2164
1.21,1.87,"4-Seam Fastball","ball","L",97,2127
-0.66,4.07,"Knuckle Curve","ball","L",80.7,2411
-0.1,2.71,"4-Seam Fastball","hit_into_play","R",97,2160
1.08,2.44,"4-Seam Fastball","ball","R",96.2,2043
0.88,1.6,"Slider","hit_into_play","R",89.3,2365
-0.98,2.77,"4-Seam Fastball","swinging_strike","R",98.5,2347
-0.48,2.1,"4-Seam Fastball","called_strike","R",97.8,2122
1.31,1.23,"Slider","swinging_strike","R",89,2353
0.65,1.4,"Knuckle Curve","foul","R",83.9,2562
1.36,0.04,"Knuckle Curve","blocked_ball","R",85.6,2583
0.32,3.9,"4-Seam Fastball","foul","R",98.4,2236
-0.52,2.67,"Sinker","foul_bunt","R",97.9,2194
-0.49,2.62,"4-Seam Fastball","foul","R",97.2,2331
-0.16,2.12,"4-Seam Fastball","hit_into_play","R",97.8,2220
0.89,2.48,"4-Seam Fastball","ball","R",98.5,2286
-0.54,3.09,"4-Seam Fastball","swinging_strike","R",97.4,2397
0.52,2.35,"4-Seam Fastball","called_strike","R",96.4,2234
-0.92,1.87,"4-Seam Fastball","ball","R",96.5,2334
-0.53,3.81,"4-Seam Fastball","ball","R",96.7,2150
-0.03,2.78,"4-Seam Fastball","hit_into_play","L",98,2278
1.79,1.76,"Knuckle Curve","ball","L",83.8,2583
0.09,2.82,"4-Seam Fastball","hit_into_play","L",97.8,2256
0.3,1.88,"4-Seam Fastball","called_strike","L",98.5,2192
-1.49,2.9,"Sinker","ball","L",97.4,1953
0.64,1.43,"Knuckle Curve","ball","L",85.1,2574
-1.6,3.1,"Sinker","ball","R",96.1,1867
1.56,0.89,"Slider","ball","R",88.7,2199
-0.82,2.84,"Sinker","foul","R",97.6,2166
0.54,1.28,"Sinker","ball","R",98,2204
0.74,2.04,"4-Seam Fastball","ball","R",98.4,2060
-0.66,2.17,"4-Seam Fastball","swinging_strike","L",98.1,2106
-0.48,3,"4-Seam Fastball","foul","L",97.2,2245
-0.78,2.82,"4-Seam Fastball","swinging_strike","L",96.6,2218
-1.5,3.74,"4-Seam Fastball","ball","L",97.1,2134
-0.06,1.88,"Changeup","hit_into_play","L",91.5,1815
0.09,4.11,"4-Seam Fastball","ball","L",97.8,2259
-0.93,3.19,"4-Seam Fastball","called_strike","L",97.1,2163
0.78,-0.29,"Slider","ball","L",87.5,2455
-0.26,3.27,"4-Seam Fastball","foul","L",94.4,2185
0.24,3.68,"4-Seam Fastball","foul","L",95.1,2150
-0.34,1.59,"Slider","called_strike","L",87.1,2432
1.8,0.5,"Slider","blocked_ball","R",87.2,2447
1.06,3,"4-Seam Fastball","ball","R",95,2241
-0.13,2.25,"4-Seam Fastball","foul","R",93.8,2237
-1.7,2.98,"4-Seam Fastball","ball","R",94.4,2216
0.81,2.64,"4-Seam Fastball","called_strike","R",95.5,2297
0.22,2.01,"Sinker","ball","R",94.7,2339
1.03,2.12,"4-Seam Fastball","hit_into_play","L",95.5,2457
-0.67,3.24,"4-Seam Fastball","hit_into_play","R",94.3,2212
-0.11,1.58,"4-Seam Fastball","hit_into_play","R",93.7,2332
0.24,1.93,"Changeup","hit_into_play","L",88,1623
1.12,2.15,"4-Seam Fastball","foul","L",94.1,2250
-0.39,2.23,"4-Seam Fastball","foul","L",93.4,2135
-0.19,0.81,"Knuckle Curve","ball","L",80,NA
0.72,1.14,"4-Seam Fastball","ball","L",93.3,2086
-0.01,2.31,"Sinker","hit_into_play","R",95.4,2239
1.79,1.91,"4-Seam Fastball","ball","R",96.7,2355
-1.18,2.82,"4-Seam Fastball","swinging_strike","R",96.6,2349
0.38,3.19,"Sinker","ball","R",95.6,2239
0.67,2.42,"Sinker","called_strike","R",95.1,2317
0.13,3.24,"4-Seam Fastball","swinging_strike","L",96.3,2194
-1.23,2.6,"4-Seam Fastball","foul","L",96.4,2351
-1.75,3.13,"4-Seam Fastball","ball","L",96.7,2458
-1.42,1.37,"4-Seam Fastball","ball","L",96.9,2445
1.21,3.84,"4-Seam Fastball","ball","L",96.5,2376
0.42,3.62,"4-Seam Fastball","swinging_strike","L",96.2,2422
0.83,2.74,"4-Seam Fastball","swinging_strike","L",97.5,2479
1.11,1.93,"4-Seam Fastball","ball","L",97.2,2349
1.37,2.21,"4-Seam Fastball","foul","L",97.2,2284
-0.23,2.42,"4-Seam Fastball","foul","L",98.2,2423
0.88,1.62,"4-Seam Fastball","foul","L",96.6,2496
2.2,1.73,"Sinker","ball","L",96.6,2328
0.87,1.65,"4-Seam Fastball","ball","L",97.3,2377
-0.35,3.22,"4-Seam Fastball","foul","L",95,2273
0.43,2.42,"4-Seam Fastball","foul","L",96.4,2349
0.85,1.52,"4-Seam Fastball","ball","L",95.9,2344
-0.47,2.48,"Changeup","hit_into_play","L",87,1673
0.26,2.4,"Sinker","hit_into_play","R",95.4,2256
-0.29,3.54,"4-Seam Fastball","foul","R",93.1,2033
0.28,1.49,"4-Seam Fastball","called_strike","R",93.4,2159
1.01,2.47,"4-Seam Fastball","hit_into_play","L",95,2193
-0.47,1.9,"4-Seam Fastball","foul","L",94.2,2056
0.31,1.98,"Sinker","hit_into_play","R",94.4,2204
0.38,2.05,"4-Seam Fastball","called_strike","R",94.4,2105
-0.15,4.22,"4-Seam Fastball","ball","R",95.3,2261
-0.36,2.18,"Sinker","called_strike","R",94.5,1943
0.25,1.4,"Knuckle Curve","hit_into_play","R",81.4,2722
0.96,1.68,"4-Seam Fastball","ball","R",95.9,2267
0.11,3.73,"4-Seam Fastball","foul","R",95.5,2131
0.11,2.11,"Changeup","foul","R",88.7,1703
0.58,2.34,"4-Seam Fastball","called_strike","R",94.1,2223
-0.28,2.25,"4-Seam Fastball","called_strike","L",96.7,2330
0.08,2.95,"4-Seam Fastball","foul","L",94.5,2263
0.25,2.25,"Changeup","foul","L",87.8,1757
-1,3.17,"4-Seam Fastball","ball","L",94.1,2227
0.34,1.94,"Slider","hit_into_play","R",84.9,2388
-0.37,1.88,"Slider","called_strike","R",84.7,2201
-1.03,1.52,"4-Seam Fastball","called_strike","L",96.1,2288
1.79,0.66,"Slider","blocked_ball","L",87.1,NA
0.75,2.68,"4-Seam Fastball","foul","L",95.8,2221
0.01,3.26,"4-Seam Fastball","foul","L",94.9,2163
-0.98,3.25,"Sinker","ball","L",94.5,2140
-0.09,2.23,"Sinker","hit_into_play","L",95.1,2152
-0.06,1.41,"Knuckle Curve","ball","L",81.1,2662
2.13,2.51,"4-Seam Fastball","ball","L",95.3,2321
0.01,2.28,"4-Seam Fastball","called_strike","L",94.9,2270
0.82,2.67,"4-Seam Fastball","hit_into_play","L",94.6,2188
-1.03,3.1,"Knuckle Curve","ball","L",79.2,2615
-0.26,2.47,"Sinker","hit_into_play","L",92.3,2131
-0.12,1.45,"4-Seam Fastball","called_strike","L",91.8,2025
-1.47,1.05,"4-Seam Fastball","ball","L",92.1,2046
-0.77,1.22,"4-Seam Fastball","ball","L",93.3,2142
0.31,1.79,"4-Seam Fastball","hit_into_play","L",95.7,2306
0.21,0.76,"4-Seam Fastball","ball","L",95,2147
0.5,2.75,"Slider","hit_into_play","R",86.8,2228
-0.77,2.94,"4-Seam Fastball","called_strike","R",96.2,2155
-0.47,2.53,"4-Seam Fastball","hit_into_play","R",95.4,2039
0.31,2.22,"4-Seam Fastball","foul","R",96,2123
-0.63,2.49,"Slider","foul","R",85.2,2315
1.24,0.49,"Slider","swinging_strike_blocked","R",86.9,2385
-0.33,1.9,"4-Seam Fastball","foul","R",93.6,2122
1.09,2.52,"Knuckle Curve","ball","R",80.2,2459
2.21,1.63,"4-Seam Fastball","ball","R",94.2,2146
0.75,2.44,"Sinker","hit_into_play","L",95.6,1955
-1.25,2.79,"Changeup","swinging_strike","L",85.6,1517
-0.15,3.76,"4-Seam Fastball","ball","L",94.2,1979
-0.83,2.23,"4-Seam Fastball","called_strike","L",93.2,2008
-1,2.11,"Sinker","hit_into_play","R",95.9,2243
0.71,1.53,"4-Seam Fastball","ball","R",94.3,2173
-0.33,2.52,"4-Seam Fastball","foul","R",94.3,2101
-0.37,2.03,"Changeup","hit_into_play","L",88.6,1590
-0.87,2.5,"4-Seam Fastball","called_strike","L",93.7,1986
-0.95,3.27,"4-Seam Fastball","ball","L",94.3,2147
-1.31,2.43,"Sinker","ball","L",93.9,1919
-1.23,2.09,"Sinker","ball","L",94.1,1949
0.59,3.17,"Sinker","hit_into_play","L",93.7,2027
0.63,2.71,"4-Seam Fastball","foul","L",93,1850
-0.36,1.98,"Changeup","called_strike","L",91.2,1954
-0.25,1.92,"4-Seam Fastball","hit_into_play","L",92.7,1916
-1.19,2.23,"4-Seam Fastball","ball","L",92,1815
0.43,1.37,"Slider","hit_into_play","R",88.3,2410
1.65,2.67,"4-Seam Fastball","ball","R",95.9,2235
2.45,0.7,"Slider","blocked_ball","R",89.6,2297
-0.42,2.85,"Slider","foul_tip","R",87.7,2290
0.01,3.3,"4-Seam Fastball","foul","R",94.3,2116
0.96,1.76,"4-Seam Fastball","ball","R",94.8,2259
0.27,2.28,"4-Seam Fastball","hit_into_play","R",96.3,2223
-0.57,3.33,"4-Seam Fastball","foul","R",94.6,2024
-0.53,4.5,"4-Seam Fastball","ball","R",94.3,2036
1.65,0.44,"Slider","blocked_ball","R",89.3,2298
0.9,1.64,"4-Seam Fastball","ball","R",95.6,2091
-0.61,2.56,"4-Seam Fastball","hit_into_play","R",95.8,2156
0.81,1.42,"4-Seam Fastball","ball","R",96.6,2272
0.11,3.08,"4-Seam Fastball","foul","R",95.4,2042
1.6,2.23,"4-Seam Fastball","ball","R",97.1,2222
0.38,0.69,"Slider","swinging_strike","R",84.8,NA
1.29,1.66,"Slider","ball","R",87.3,2373
0.47,2.63,"Slider","called_strike","R",85.6,2238
0.95,0.9,"Slider","swinging_strike","L",87.2,2387
-0.36,3.85,"4-Seam Fastball","swinging_strike","L",94.2,2086
-0.78,2.22,"4-Seam Fastball","called_strike","L",94,2157
0.41,1.69,"Slider","swinging_strike","R",86.1,2404
-0.75,3.22,"Slider","called_strike","R",85.4,NA
-0.34,3.04,"4-Seam Fastball","foul","R",94.8,2152
0.27,4.24,"4-Seam Fastball","ball","R",94,2161
1.6,1.53,"Slider","swinging_strike","R",87.2,2416
0.59,1.13,"Slider","swinging_strike","R",87.3,2331
0.5,2.17,"Knuckle Curve","called_strike","R",79.9,2634
1.86,3.44,"4-Seam Fastball","ball","R",95.4,2292
-0.94,2.51,"4-Seam Fastball","hit_into_play","L",95.1,2047
-1.57,2.23,"4-Seam Fastball","ball","L",94.4,2094
-1.18,2.63,"Changeup","ball","L",89.3,1775
0.32,3.95,"4-Seam Fastball","ball","L",95.1,2302
0.35,2.85,"4-Seam Fastball","foul","L",94.8,2246
0.49,2.7,"Changeup","called_strike","R",86.9,1524
1.93,3.58,"4-Seam Fastball","ball","R",97,2090
-0.45,1.76,"Slider","foul","R",87.2,2323
-0.58,1.59,"Knuckle Curve","foul","R",80.3,2727
0.04,1.83,"Knuckle Curve","hit_into_play","R",82.4,2669
0.08,1.97,"4-Seam Fastball","foul","R",97.4,2064
-0.46,4.22,"4-Seam Fastball","ball","R",97.1,2213
-0.41,2.02,"Sinker","called_strike","R",96.7,2169
-0.54,1.59,"4-Seam Fastball","hit_into_play","R",95.6,2143
1.4,1.13,"Slider","ball","R",89,NA
-0.2,2.47,"4-Seam Fastball","foul","R",94.1,2153
-0.43,3.22,"4-Seam Fastball","hit_into_play","R",95.9,2085
1.19,0.64,"Slider","ball","R",86.9,2333
0.58,3.17,"4-Seam Fastball","called_strike","R",95.5,2173
0,1.55,"4-Seam Fastball","called_strike","R",95.5,2231
0.48,1.38,"Knuckle Curve","ball","R",79.8,2585
0.9,2.73,"4-Seam Fastball","called_strike","R",98.1,2131
-1.69,3.2,"Sinker","foul","R",96.4,2154
-0.49,2.93,"4-Seam Fastball","foul","R",95.3,1956
-1.77,3.97,"4-Seam Fastball","ball","R",95,1957
-0.1,3.01,"Changeup","hit_into_play","L",89.8,1814
1.13,1.58,"Changeup","ball","L",88,1798
0.8,3.65,"Sinker","ball","L",96.5,2206
-0.22,1.75,"Knuckle Curve","called_strike","L",82.6,2581
-0.53,2.47,"4-Seam Fastball","hit_into_play","R",94.2,2126
1.78,2.92,"Knuckle Curve","ball","R",81.5,2655
0.62,2.11,"4-Seam Fastball","called_strike","R",95.5,2161
0.99,2.35,"4-Seam Fastball","ball","R",96.7,2205
0.4,2.18,"4-Seam Fastball","hit_into_play","R",94.5,2035
-0.78,1.85,"4-Seam Fastball","called_strike","L",95.6,2059
-0.32,1.31,"Knuckle Curve","foul","L",81.6,2526
0.06,2.69,"Changeup","foul","L",87.8,1567
0.29,2.44,"4-Seam Fastball","called_strike","L",93.9,1960
-0.91,2.47,"4-Seam Fastball","hit_into_play","R",95.1,2115
1.1,1.45,"4-Seam Fastball","ball","R",95.8,2197
1.16,0.38,"Knuckle Curve","ball","R",81.2,2738
1.85,2.35,"4-Seam Fastball","ball","R",97.2,2171
-0.05,2.25,"4-Seam Fastball","foul","R",95.9,1996
0.14,3.15,"4-Seam Fastball","called_strike","R",95.4,2003
0.19,2.42,"4-Seam Fastball","hit_into_play","R",95.6,2105
1.7,1.24,"Knuckle Curve","ball","R",81,2726
0.76,2.51,"4-Seam Fastball","called_strike","R",97.2,2038
0.37,1.42,"4-Seam Fastball","foul","R",94,2077
-0.47,2.05,"Knuckle Curve","called_strike","R",80.5,2428
1.26,3.86,"4-Seam Fastball","ball","R",93.6,2043
-0.13,2.91,"4-Seam Fastball","hit_into_play","R",94.8,2070
0.15,-0.31,"Knuckle Curve","ball","R",81.8,2631
-1.31,2.16,"4-Seam Fastball","foul","R",95.2,2068
1.6,3.38,"4-Seam Fastball","ball","R",95.3,2201
0.65,1.91,"Slider","swinging_strike","R",87.2,NA
-0.34,2.69,"4-Seam Fastball","called_strike","R",93.9,NA
-0.25,3.17,"4-Seam Fastball","hit_into_play","R",94.1,2054
1.33,1.45,"Slider","ball","R",89.2,NA
1.49,2.84,"4-Seam Fastball","ball","R",96,2174
0.36,2.99,"4-Seam Fastball","called_strike","R",94.4,2234
-1.67,3.2,"4-Seam Fastball","ball","R",94.1,2078
0.34,1.8,"Knuckle Curve","called_strike","R",79.8,2650
-1.03,3.28,"4-Seam Fastball","hit_into_play","L",94.7,2104
-0.31,4.17,"4-Seam Fastball","ball","L",95.8,2169
-0.69,3.13,"4-Seam Fastball","foul","L",94.8,2182
-0.59,2.41,"4-Seam Fastball","called_strike","L",92.5,2005
1.2,2.38,"4-Seam Fastball","ball","L",93.7,2112
-0.84,4.39,"4-Seam Fastball","ball","L",94.5,2181
0.39,1.94,"Slider","hit_into_play","R",90,2328
1.87,4.68,"4-Seam Fastball","ball","R",97.9,2171
-0.43,1.26,"4-Seam Fastball","foul","R",97.3,2162
-1.06,3.42,"4-Seam Fastball","foul","R",95.8,1922
-1.28,1.23,"Sinker","ball","R",97.4,2159
-0.18,1.93,"Slider","hit_into_play","R",89.1,2282
-0.71,2.33,"Slider","called_strike","R",89.3,2245
0.68,3.26,"4-Seam Fastball","ball","R",97.2,2274
-1.27,1.17,"4-Seam Fastball","ball","R",98.2,2179
-0.01,2.71,"4-Seam Fastball","hit_into_play","R",96.7,2049
0.89,2.15,"Slider","called_strike","R",88.2,2249
-0.58,3.26,"Knuckle Curve","ball","R",81.1,2407
-0.34,3.92,"4-Seam Fastball","ball","R",95,2128
0.35,2.5,"4-Seam Fastball","hit_into_play","R",95.8,2085
0.84,1.75,"4-Seam Fastball","called_strike","R",95.7,2043
-0.14,2.03,"4-Seam Fastball","hit_into_play","L",95.7,2049
0.94,2.13,"4-Seam Fastball","ball","L",96.1,2054
0.11,2.34,"4-Seam Fastball","hit_into_play","R",94.7,2044
-1.15,3.79,"Knuckle Curve","ball","R",79.4,2322
1.26,2.13,"Knuckle Curve","ball","R",79.2,2570
