release_spin_rate,release_speed,balls,strikes,result_derived,stand,in_or_off_plate,num_on_base,outs_when_up
1662.0,90.7,0,1,ball,L,inside,0,1
2131.0,96.3,0,0,strike,L,inside,0,1
2312.0,98.8,0,0,out,L,inside,0,0
2248.0,91.8,3,2,out,R,inside,1,2
2202.0,96.0,3,1,foul,R,outside,1,2
2375.0,92.2,2,1,ball,R,outside,1,2
2419.0,94.3,2,0,strike,R,inside,1,2
2363.0,93.8,1,0,ball,R,outside,1,2
2064.0,80.6,0,0,ball,R,outside,1,2
2279.0,99.3,1,2,hit,R,inside,0,2
2204.0,97.8,0,2,ball,R,outside,0,2
2209.0,98.0,0,2,foul,R,inside,0,2
2260.0,81.7,0,2,foul,R,inside,0,2
2385.0,96.2,0,1,foul,R,inside,0,2
2235.0,97.8,0,0,strike,R,inside,0,2
2270.0,98.2,3,2,out,L,outside,0,1
2265.0,98.9,2,2,ball,L,outside,0,1
2228.0,97.8,2,1,strike,L,inside,0,1
2299.0,94.8,1,1,ball,L,outside,0,1
3160.0,89.7,1,0,foul,L,inside,0,1
2369.0,95.7,0,0,ball,L,outside,0,1
2276.0,97.5,0,2,out,R,inside,0,0
2219.0,97.0,0,1,foul,R,outside,0,0
2207.0,82.8,0,0,strike,R,inside,0,0
2329.0,99.4,0,2,out,L,inside,0,2
1619.0,90.5,0,2,foul,L,outside,0,2
2182.0,97.6,0,2,foul,L,outside,0,2
2376.0,97.4,0,1,foul,L,inside,0,2
1549.0,91.3,0,0,strike,L,outside,0,2
1553.0,89.1,1,2,out,R,inside,0,1
2426.0,96.0,1,2,foul,R,outside,0,1
2226.0,99.1,0,2,ball,R,outside,0,1
2244.0,99.1,0,1,foul,R,inside,0,1
2175.0,82.5,0,0,strike,R,inside,0,1
2252.0,80.7,3,2,hit,L,inside,0,1
2175.0,98.3,3,1,foul,L,inside,0,1
1681.0,88.1,2,1,ball,L,outside,0,1
2533.0,94.6,2,0,foul,L,inside,0,1
2289.0,81.4,1,0,ball,L,outside,0,1
2310.0,81.9,0,0,ball,L,outside,0,1
1570.0,89.2,1,2,out,R,inside,0,0
2210.0,97.4,1,1,strike,R,inside,0,0
2282.0,79.4,1,0,strike,R,inside,0,0
2245.0,79.9,0,0,ball,R,inside,0,0
2358.0,96.2,3,2,out,L,outside,0,2
2295.0,97.5,3,2,foul,L,outside,0,2
2378.0,95.5,3,1,strike,L,inside,0,2
1653.0,90.0,2,1,ball,L,outside,0,2
2530.0,97.7,1,1,ball,L,inside,0,2
2267.0,96.7,0,1,ball,L,outside,0,2
2238.0,96.9,0,0,strike,L,inside,0,2
2269.0,98.2,0,0,out,R,inside,0,1
2375.0,94.5,2,2,out,R,inside,0,0
2496.0,94.3,2,1,foul,R,inside,0,0
1622.0,88.2,1,1,ball,R,outside,0,0
2398.0,94.9,1,0,strike,R,inside,0,0
2188.0,95.1,0,0,ball,R,outside,0,0
2220.0,96.4,1,2,out,L,outside,2,2
2151.0,96.6,0,2,ball,L,outside,2,2
1556.0,88.6,0,1,strike,L,inside,2,2
2199.0,80.3,0,0,foul,L,inside,2,2
2098.0,80.8,1,2,hit,R,outside,1,2
2166.0,80.3,1,1,strike,R,inside,1,2
2391.0,95.4,1,0,foul,R,inside,1,2
2027.0,80.8,0,0,ball,R,outside,1,2
2104.0,97.4,1,2,out,L,outside,1,1
2037.0,98.2,1,2,foul,L,outside,1,1
2164.0,98.4,1,2,foul,L,outside,1,1
2066.0,98.2,1,1,foul,L,inside,1,1
2397.0,95.9,1,0,foul,L,inside,1,1
2433.0,96.0,0,0,ball,L,outside,1,1
2304.0,100.3,3,2,walk,R,outside,0,1
2232.0,83.6,2,2,ball,R,outside,0,1
2329.0,100.1,1,2,ball,R,outside,0,1
2230.0,98.8,0,2,ball,R,outside,0,1
2363.0,99.5,0,1,strike,R,outside,0,1
2244.0,99.5,0,0,foul,R,inside,0,1
2342.0,95.9,3,2,out,L,inside,0,0
2157.0,98.5,2,2,ball,L,outside,0,0
2261.0,81.4,2,2,foul,L,inside,0,0
1741.0,87.9,2,1,foul,L,outside,0,0
2164.0,79.9,1,1,ball,L,outside,0,0
2267.0,82.4,0,1,ball,L,outside,0,0
2452.0,96.1,0,0,strike,L,inside,0,0
2279.0,94.4,2,1,hit,L,inside,1,0
2185.0,94.2,2,0,strike,L,inside,1,0
2277.0,79.1,1,0,ball,L,outside,1,0
2205.0,95.2,0,0,ball,L,outside,1,0
2388.0,90.7,3,2,hit,R,inside,0,0
1166.0,86.3,2,2,ball,R,outside,0,0
2243.0,90.8,1,2,ball,R,outside,0,0
2153.0,79.6,0,2,ball,R,outside,0,0
2185.0,94.9,0,1,foul,R,outside,0,0
1557.0,84.6,0,0,strike,R,inside,0,0
1605.0,83.1,2,2,out,L,outside,2,2
2186.0,79.5,2,2,foul,L,outside,2,2
2105.0,77.7,2,1,strike,L,outside,2,2
2058.0,78.2,2,0,strike,L,inside,2,2
2251.0,80.4,1,0,ball,L,outside,2,2
1730.0,86.6,0,0,ball,L,outside,2,2
2387.0,91.1,3,1,walk,L,outside,1,2
2192.0,95.4,3,0,strike,L,inside,1,2
2195.0,96.8,2,0,ball,L,outside,1,2
2213.0,79.1,1,0,ball,L,outside,1,2
2182.0,79.3,0,0,ball,L,outside,1,2
2257.0,94.2,1,0,out,R,inside,1,1
2282.0,95.7,0,0,ball,R,outside,1,1
2279.0,96.5,2,1,out,R,inside,1,0
2260.0,96.3,1,1,ball,R,outside,1,0
2261.0,97.5,1,0,strike,R,inside,1,0
2191.0,97.6,0,0,ball,R,outside,1,0
2171.0,97.1,3,2,hit,R,inside,0,0
2089.0,82.4,2,2,ball,R,outside,0,0
2219.0,96.5,2,1,foul,R,inside,0,0
1576.0,88.2,1,1,ball,R,outside,0,0
2428.0,94.7,0,1,ball,R,outside,0,0
2214.0,95.4,0,0,foul,R,inside,0,0
2223.0,99.8,3,2,out,R,outside,0,2
2239.0,99.1,2,2,ball,R,outside,0,2
2189.0,81.1,2,2,foul,R,outside,0,2
2489.0,94.0,2,1,foul,R,inside,0,2
2486.0,96.0,1,1,ball,R,outside,0,2
2343.0,98.3,1,0,strike,R,inside,0,2
2226.0,98.6,0,0,ball,R,outside,0,2
2213.0,99.5,2,2,out,R,outside,0,1
2128.0,97.6,1,2,ball,R,outside,0,1
2254.0,79.9,1,2,foul,R,inside,0,1
2255.0,82.1,0,2,ball,R,outside,0,1
2271.0,98.3,0,1,foul,R,inside,0,1
2245.0,81.3,0,0,strike,R,inside,0,1
2251.0,97.5,3,1,out,L,inside,0,0
2280.0,97.6,3,0,strike,L,inside,0,0
2334.0,98.1,2,0,ball,L,outside,0,0
2362.0,98.8,1,0,ball,L,outside,0,0
2167.0,97.8,0,0,ball,L,outside,0,0
2308.0,100.1,1,2,out,R,inside,0,2
2294.0,85.0,1,2,foul,R,outside,0,2
2301.0,98.6,1,2,foul,R,inside,1,1
2328.0,99.7,1,1,strike,R,outside,1,1
2240.0,99.6,0,1,ball,R,outside,1,1
2222.0,81.7,0,0,strike,R,inside,1,1
2111.0,81.2,1,2,out,L,outside,1,0
2334.0,81.4,1,1,foul,L,inside,1,0
2252.0,99.6,0,1,ball,L,outside,1,0
2228.0,99.3,0,0,strike,L,inside,1,0
2233.0,99.4,1,1,hit,L,inside,0,0
1759.0,90.5,0,1,ball,L,outside,0,0
2359.0,99.1,0,0,strike,L,outside,0,0
2307.0,89.9,3,2,hit,R,inside,2,2
2151.0,94.8,2,2,ball,R,outside,2,2
1550.0,86.0,2,1,strike,R,inside,2,2
2157.0,95.2,2,0,foul,R,inside,2,2
2403.0,91.6,1,0,ball,R,outside,2,2
2401.0,91.1,0,0,ball,R,outside,2,2
2161.0,96.1,3,1,walk,L,outside,1,2
1752.0,85.2,2,1,ball,L,outside,1,2
2352.0,91.7,2,0,strike,L,inside,1,2
2401.0,92.2,1,0,ball,L,outside,1,2
2060.0,79.3,0,0,ball,L,outside,1,2
2386.0,92.2,0,0,out,L,inside,1,1
2109.0,95.5,0,2,out,L,outside,1,0
2400.0,91.3,0,1,strike,L,inside,1,0
1762.0,88.1,0,0,foul,L,outside,1,0
2540.0,94.0,3,2,walk,L,inside,0,0
2201.0,94.7,2,2,ball,L,outside,0,0
1725.0,87.9,2,1,strike,L,inside,0,0
2277.0,95.9,1,1,ball,L,outside,0,0
2499.0,91.1,0,1,ball,L,outside,0,0
2172.0,78.8,0,0,strike,L,inside,0,0
2241.0,94.8,0,1,out,R,inside,0,2
2305.0,96.5,0,0,strike,R,inside,0,2
2490.0,92.0,1,0,out,L,inside,0,1
2253.0,79.3,0,0,ball,L,outside,0,1
2263.0,79.3,3,2,hit,R,inside,2,1
2304.0,97.2,3,1,strike,R,inside,2,1
2494.0,92.5,3,0,strike,R,inside,2,1
2473.0,90.4,2,0,ball,R,outside,2,1
2253.0,80.5,1,0,ball,R,outside,2,1
2427.0,91.9,0,0,ball,R,outside,2,1
2201.0,96.6,1,2,out,L,outside,2,0
1672.0,87.0,1,1,strike,L,outside,2,0
2121.0,95.3,0,1,ball,L,outside,2,0
2431.0,90.6,0,0,foul,L,inside,2,0
1747.0,88.6,3,2,walk,R,outside,1,0
2232.0,80.8,2,2,ball,R,outside,1,0
2228.0,80.6,2,1,strike,R,inside,1,0
2481.0,93.3,2,0,strike,R,inside,1,0
1730.0,88.0,1,0,ball,R,outside,1,0
2095.0,79.3,0,0,ball,R,outside,1,0
2103.0,95.5,0,1,hit,L,inside,0,0
2333.0,97.7,0,0,foul,L,inside,0,0
2300.0,99.1,2,2,out,R,outside,1,2
2240.0,98.1,2,1,strike,R,outside,1,2
2187.0,97.8,2,0,strike,R,outside,1,2
2188.0,98.7,1,0,ball,R,inside,1,2
2266.0,98.5,0,0,ball,R,outside,1,2
2244.0,80.2,0,0,out,L,inside,1,1
2237.0,97.6,2,1,out,L,inside,1,0
2311.0,92.9,1,1,ball,L,outside,1,0
1453.0,86.3,0,1,ball,L,outside,1,0
2264.0,94.8,0,0,strike,L,inside,1,0
2224.0,97.8,2,1,hit,R,inside,0,0
2183.0,98.2,2,0,foul,R,inside,0,0
2163.0,97.2,1,0,ball,R,outside,0,0
2131.0,97.1,0,0,ball,R,outside,0,0
2380.0,96.0,0,2,out,L,inside,0,2
2353.0,95.6,0,1,foul,L,inside,0,2
2114.0,83.5,0,0,strike,L,outside,0,2
2345.0,99.2,0,2,out,L,inside,0,1
2216.0,99.8,0,2,foul,L,outside,0,1
2214.0,99.7,0,1,strike,L,inside,0,1
1615.0,90.5,0,0,strike,L,inside,0,1
2210.0,82.0,0,2,out,R,inside,0,0
1679.0,91.0,0,1,strike,R,inside,0,0
2312.0,82.6,0,0,strike,R,outside,0,0
2146.0,80.9,0,0,out,L,outside,1,2
2219.0,98.6,2,2,out,R,outside,1,1
2169.0,99.0,2,1,strike,R,inside,1,1
2152.0,97.9,1,1,ball,R,outside,1,1
2076.0,95.8,0,1,ball,R,outside,1,1
2025.0,79.7,0,0,strike,R,outside,1,1
2364.0,93.0,1,0,out,L,inside,1,2
2273.0,80.9,0,0,ball,L,outside,1,2
2324.0,98.5,1,0,hit,L,inside,0,2
1812.0,89.9,0,0,ball,L,outside,0,2
2134.0,98.3,3,2,out,R,inside,0,1
2322.0,83.4,2,2,ball,R,outside,0,1
2462.0,95.7,2,2,foul,R,inside,0,1
2303.0,99.9,1,2,ball,R,outside,0,1
2302.0,99.0,1,1,strike,R,inside,0,1
2297.0,98.2,1,0,strike,R,inside,0,1
2340.0,95.2,0,0,ball,R,outside,0,1
2179.0,97.5,3,2,out,L,inside,0,0
1779.0,91.2,2,2,ball,L,outside,0,0
2278.0,99.6,1,2,ball,L,outside,0,0
2402.0,94.1,0,2,ball,L,outside,0,0
1790.0,89.4,0,1,foul,L,inside,0,0
2172.0,80.8,0,0,foul,L,inside,0,0
1671.0,90.2,1,2,out,L,inside,3,1
2174.0,97.2,0,2,ball,L,outside,3,1
2106.0,93.2,0,1,foul,L,inside,3,1
2154.0,97.1,0,0,foul,L,inside,3,1
2321.0,93.0,3,1,walk,L,outside,3,1
2276.0,80.8,2,1,ball,L,outside,3,1
2419.0,94.0,1,1,ball,L,outside,3,1
2176.0,81.2,1,0,strike,L,inside,3,1
2280.0,81.8,0,0,ball,L,outside,3,1
2180.0,95.3,3,1,walk,L,outside,2,1
2236.0,95.9,3,0,strike,L,inside,2,1
2175.0,97.1,2,0,ball,L,outside,2,1
2132.0,95.9,1,0,ball,L,outside,2,1
3436.0,89.0,0,0,ball,L,outside,2,1
2057.0,81.8,0,1,walk,L,outside,1,1
2297.0,93.9,0,0,foul,L,outside,1,1
1992.0,80.9,0,1,out,R,inside,1,0
2192.0,97.8,0,0,foul,R,inside,1,0
2286.0,96.7,0,1,hit,R,inside,0,0
2434.0,94.9,0,0,strike,R,inside,0,0
2334.0,99.0,2,2,out,L,outside,0,2
2307.0,82.5,1,2,ball,L,outside,0,2
2198.0,99.5,1,2,foul,L,inside,0,2
1700.0,91.5,0,2,ball,L,outside,0,2
2483.0,94.6,0,1,foul,L,outside,0,2
2340.0,99.4,0,0,strike,L,inside,0,2
2411.0,94.6,3,2,out,R,inside,0,1
2427.0,95.0,3,2,foul,R,inside,0,1
2252.0,98.8,3,2,foul,R,inside,0,1
2267.0,99.4,3,2,foul,R,inside,0,1
2326.0,99.7,2,2,ball,R,outside,0,1
2285.0,98.1,1,2,ball,R,outside,0,1
2336.0,98.9,0,2,ball,R,outside,0,1
2306.0,98.2,0,1,strike,R,inside,0,1
2263.0,99.6,0,0,strike,R,inside,0,1
2237.0,82.6,2,2,out,R,outside,0,0
2274.0,99.2,1,2,ball,R,outside,0,0
2168.0,82.4,0,2,ball,R,outside,0,0
2424.0,93.2,0,1,strike,R,inside,0,0
2036.0,80.8,0,0,strike,R,inside,0,0
2256.0,82.0,2,2,out,R,outside,1,2
2380.0,95.8,1,2,ball,R,outside,1,2
2153.0,98.6,1,2,foul,R,outside,1,2
2298.0,99.0,1,1,foul,R,inside,1,2
2158.0,98.1,1,0,strike,R,inside,1,2
2396.0,95.7,0,0,ball,R,outside,1,2
1747.0,91.4,1,1,hit,R,inside,0,2
2145.0,99.3,1,0,strike,R,inside,0,2
2388.0,96.7,0,0,ball,R,outside,0,2
1597.0,90.4,0,2,out,L,inside,0,1
2197.0,83.3,0,2,foul,L,outside,0,1
2232.0,99.4,0,2,foul,L,inside,0,1
2456.0,97.5,0,1,strike,L,outside,0,1
1645.0,91.1,0,0,foul,L,inside,0,1
2345.0,82.4,0,2,out,L,outside,0,0
1692.0,90.1,0,2,foul,L,inside,0,0
1701.0,90.8,0,1,strike,L,inside,0,0
2159.0,80.4,0,0,strike,L,inside,0,0
1888.0,88.5,1,2,out,L,inside,1,2
2205.0,97.5,1,1,strike,L,outside,1,2
2358.0,94.5,0,1,ball,L,outside,1,2
2123.0,80.3,0,0,foul,L,inside,1,2
2351.0,98.9,0,2,hit,L,inside,1,2
2502.0,97.3,0,1,foul,L,inside,1,2
2416.0,94.8,0,0,strike,L,outside,1,2
2234.0,99.0,2,2,out,R,outside,1,1
2455.0,96.5,2,1,strike,R,outside,1,1
2418.0,94.9,1,1,ball,R,outside,1,1
2290.0,82.6,0,1,ball,R,outside,1,1
2323.0,98.2,0,0,strike,R,outside,1,1
1697.0,90.0,2,2,out,R,outside,1,0
2453.0,94.0,1,2,ball,R,outside,1,0
2313.0,98.8,0,2,ball,R,outside,1,0
2245.0,97.9,0,1,strike,R,inside,1,0
2333.0,94.7,0,0,strike,R,inside,1,0
2316.0,98.9,0,0,hit,R,inside,0,0
2263.0,93.7,0,0,out,L,inside,1,2
2319.0,93.9,3,1,walk,R,outside,0,2
2219.0,97.8,3,0,strike,R,inside,0,2
2318.0,94.9,2,0,ball,R,outside,0,2
2445.0,96.0,1,0,ball,R,inside,0,2
2102.0,82.0,0,0,ball,R,outside,0,2
2432.0,95.9,1,0,out,L,inside,0,1
2289.0,95.9,0,0,ball,L,outside,0,1
2126.0,96.8,0,2,hit,L,inside,0,1
1793.0,90.8,0,1,foul,L,inside,0,1
1997.0,80.7,0,0,strike,L,inside,0,1
2314.0,94.4,2,1,out,R,inside,0,0
2019.0,80.9,1,1,ball,R,outside,0,0
2181.0,96.6,1,0,strike,R,outside,0,0
2199.0,97.6,0,0,ball,R,outside,0,0
2362.0,93.8,1,1,out,R,inside,0,2
2353.0,82.6,1,0,strike,R,inside,0,2
1649.0,92.6,0,0,ball,R,outside,0,2
2258.0,99.1,3,2,out,L,inside,0,1
2230.0,99.4,3,2,foul,L,inside,0,1
2416.0,96.3,2,2,ball,L,outside,0,1
2193.0,98.7,2,1,strike,L,inside,0,1
2247.0,81.9,1,1,ball,L,outside,0,1
1736.0,91.7,0,1,ball,L,outside,0,1
1563.0,89.1,0,0,strike,L,inside,0,1
1770.0,90.5,0,1,out,R,inside,0,0
2106.0,82.0,0,0,strike,R,inside,0,0
2107.0,96.2,1,2,out,R,outside,2,2
1496.0,88.5,1,1,foul,R,inside,2,2
2155.0,95.0,0,1,ball,R,outside,2,2
2077.0,81.0,0,0,strike,R,inside,2,2
2220.0,80.7,3,2,walk,L,outside,1,2
2112.0,81.9,2,2,ball,L,outside,1,2
1409.0,88.9,1,2,ball,L,outside,1,2
2050.0,96.3,0,2,ball,L,outside,1,2
2024.0,82.0,0,1,strike,L,outside,1,2
2269.0,94.3,0,0,foul,L,outside,1,2
2006.0,95.2,1,2,out,R,outside,1,1
2297.0,93.4,1,2,foul,R,inside,1,1
1455.0,88.0,1,1,strike,R,inside,1,1
1931.0,79.9,1,0,strike,R,outside,1,1
2093.0,97.1,0,0,ball,R,outside,1,1
2193.0,98.0,3,2,hit,R,inside,0,1
2212.0,82.5,2,2,ball,R,outside,0,1
2166.0,97.8,1,2,ball,R,outside,0,1
2222.0,83.3,1,1,strike,R,inside,0,1
2246.0,99.2,1,0,foul,R,inside,0,1
2280.0,99.6,0,0,ball,R,outside,0,1
2221.0,82.8,1,2,out,R,outside,0,0
2202.0,82.4,1,1,strike,R,outside,0,0
2186.0,97.9,0,1,ball,R,outside,0,0
2152.0,98.4,0,0,strike,R,inside,0,0
2294.0,97.0,3,2,out,L,outside,1,2
2255.0,80.7,2,2,ball,L,outside,1,2
2416.0,93.9,1,2,ball,L,outside,1,2
2299.0,95.3,0,2,ball,L,outside,1,2
2147.0,79.9,0,1,strike,L,inside,1,2
2282.0,80.9,0,0,strike,L,inside,1,2
2303.0,97.6,3,2,hit,R,inside,2,2
2345.0,93.2,3,2,foul,R,inside,2,2
2309.0,94.2,3,2,foul,R,inside,2,2
2185.0,97.1,3,2,foul,R,inside,2,2
2029.0,97.0,3,2,foul,R,outside,2,2
2189.0,98.2,3,2,foul,R,outside,2,2
2404.0,94.4,3,2,foul,R,outside,2,2
2280.0,98.7,2,2,ball,R,outside,2,2
2498.0,95.5,1,2,ball,R,outside,2,2
2477.0,96.7,1,1,strike,R,outside,2,2
2488.0,95.9,0,1,ball,R,outside,2,2
2287.0,98.8,0,0,strike,R,outside,2,2
2306.0,97.8,0,2,out,L,outside,2,1
2216.0,98.1,0,1,strike,L,inside,2,1
2118.0,98.8,0,0,foul,L,inside,2,1
2346.0,92.4,3,2,hit,R,outside,1,1
2409.0,93.2,3,1,strike,R,inside,1,1
1734.0,88.2,2,1,ball,R,outside,1,1
2248.0,81.4,1,1,ball,R,outside,1,1
2295.0,97.9,1,0,strike,R,inside,1,1
2382.0,95.9,0,0,ball,R,outside,1,1
2327.0,100.3,1,2,hit,R,outside,0,1
2328.0,100.2,1,1,strike,R,inside,0,1
2265.0,99.8,1,0,foul,R,inside,0,1
2309.0,83.8,0,0,ball,R,outside,0,1
2239.0,99.8,1,2,out,L,inside,0,0
2261.0,98.9,1,2,foul,L,outside,0,0
2555.0,96.8,1,1,foul,L,outside,0,0
2436.0,95.9,0,1,ball,L,outside,0,0
2259.0,99.5,0,0,strike,L,inside,0,0
2252.0,98.9,0,2,out,L,inside,1,2
2184.0,97.9,0,2,foul,L,inside,1,2
2292.0,94.2,0,1,strike,L,inside,1,2
2153.0,81.6,0,0,foul,L,inside,1,2
2199.0,92.3,3,2,out,R,inside,1,1
2208.0,98.1,2,2,ball,R,outside,1,1
2275.0,83.4,1,2,ball,R,outside,1,1
2125.0,82.4,0,2,ball,R,outside,1,1
1635.0,90.8,0,2,foul,R,inside,1,1
1888.0,82.4,0,1,strike,R,inside,1,1
2188.0,100.4,0,0,strike,R,inside,1,1
2474.0,96.2,2,0,hit,R,inside,0,1
2297.0,100.9,1,0,ball,R,outside,0,1
2130.0,83.6,0,0,ball,R,inside,0,1
2580.0,97.0,2,1,out,L,inside,0,0
2424.0,100.5,2,0,strike,L,inside,0,0
2492.0,95.4,1,0,ball,L,outside,0,0
2358.0,100.4,0,0,ball,L,outside,0,0
2424.0,94.6,0,0,hit,R,outside,1,2
2193.0,96.7,3,2,out,R,inside,1,1
2370.0,91.9,3,1,strike,R,outside,1,1
2206.0,95.8,3,0,strike,R,inside,1,1
2200.0,96.8,2,0,ball,R,inside,1,1
2340.0,91.9,1,0,ball,R,outside,1,1
2343.0,93.7,0,0,ball,R,outside,1,1
2265.0,91.9,0,0,hit,R,inside,1,1
2452.0,93.4,2,1,hit,L,inside,1,1
2397.0,92.3,1,1,ball,L,outside,1,1
2224.0,98.0,0,1,ball,L,outside,1,1
2166.0,99.2,0,0,strike,L,inside,1,1
2257.0,98.6,3,2,out,R,inside,1,0
2426.0,92.0,2,2,ball,R,inside,1,0
2410.0,93.2,2,1,strike,R,inside,1,0
1595.0,90.2,1,1,ball,R,outside,1,0
1516.0,88.4,0,1,ball,R,outside,1,0
2279.0,92.4,0,0,strike,R,inside,1,0
2119.0,97.0,2,2,hit,R,inside,1,0
2157.0,82.1,1,2,ball,R,outside,1,0
2283.0,98.3,1,1,strike,R,inside,1,0
2224.0,97.3,0,1,ball,R,outside,1,0
2334.0,99.2,0,0,strike,R,inside,1,0
2223.0,99.0,0,0,hit,R,inside,0,0
2253.0,97.9,1,2,out,R,outside,0,2
2141.0,95.1,0,2,ball,R,outside,0,2
1087.0,86.8,0,1,foul,R,outside,0,2
2090.0,77.7,0,0,strike,R,inside,0,2
2286.0,90.6,1,2,out,R,outside,0,1
2048.0,96.7,1,2,foul,R,inside,0,1
2586.0,86.5,1,2,foul,R,inside,0,1
2179.0,97.0,1,2,foul,R,outside,0,1
2141.0,96.3,1,1,strike,R,inside,0,1
2251.0,84.6,1,0,foul,R,inside,0,1
1546.0,89.5,0,0,ball,R,outside,0,1
2205.0,97.9,3,2,out,R,outside,0,0
2157.0,96.3,3,1,strike,R,inside,0,0
2481.0,94.1,2,1,ball,R,outside,0,0
1468.0,88.3,1,1,ball,R,outside,0,0
1352.0,87.8,1,0,foul,R,inside,0,0
1982.0,92.9,0,0,ball,R,outside,0,0
2331.0,84.4,2,2,out,R,inside,0,2
2124.0,94.3,1,2,ball,R,outside,0,2
1030.0,87.8,0,2,ball,R,outside,0,2
1970.0,95.1,0,1,strike,R,inside,0,2
1993.0,97.3,0,0,strike,R,inside,0,2
1226.0,87.7,1,2,out,L,outside,0,1
2237.0,91.7,1,1,foul,L,outside,0,1
2108.0,78.3,1,0,strike,L,inside,0,1
2051.0,96.8,0,0,ball,L,outside,0,1
2121.0,95.3,0,1,out,R,inside,0,0
2110.0,76.4,0,0,foul,R,inside,0,0
2214.0,93.7,2,2,out,R,inside,2,2
2176.0,91.9,1,2,ball,R,outside,2,2
1533.0,89.2,0,2,ball,R,outside,2,2
2125.0,98.1,0,2,foul,R,outside,2,2
2402.0,93.0,0,1,strike,R,outside,2,2
1956.0,96.3,0,0,strike,R,inside,2,2
1567.0,87.8,3,2,out,L,outside,2,1
2191.0,93.4,2,2,ball,L,outside,2,1
1414.0,88.4,1,2,ball,L,outside,2,1
2396.0,94.3,1,2,foul,L,inside,2,1
2212.0,97.4,0,2,ball,L,outside,2,1
2209.0,97.4,0,1,strike,L,inside,2,1
1547.0,88.3,0,0,strike,L,inside,2,1
2260.0,92.7,1,2,hit,R,inside,2,1
1441.0,87.8,1,1,foul,R,inside,2,1
2139.0,96.4,0,1,ball,R,outside,2,1
1314.0,87.6,0,0,strike,R,outside,2,1
2252.0,92.2,0,2,out,R,inside,2,0
1374.0,87.2,0,2,foul,R,inside,2,0
2165.0,96.2,0,1,strike,R,outside,2,0
2411.0,92.4,0,0,strike,R,inside,2,0
1412.0,87.2,0,1,out,R,inside,1,0
2100.0,80.4,0,0,strike,R,inside,1,0
2294.0,99.9,3,2,walk,R,outside,0,0
2295.0,93.0,3,1,strike,R,outside,0,0
1339.0,88.3,2,1,ball,R,outside,0,0
2268.0,91.6,2,0,strike,R,inside,0,0
2240.0,96.6,0,0,ball,R,outside,0,0
2205.0,98.9,2,2,out,R,inside,0,2
1574.0,88.5,1,2,ball,R,outside,0,2
2172.0,98.8,1,1,strike,R,inside,0,2
2249.0,86.9,0,1,ball,R,outside,0,2
2402.0,89.9,0,0,foul,R,inside,0,2
2405.0,91.7,3,2,out,L,inside,0,1
2233.0,98.6,2,2,ball,L,outside,0,1
2140.0,79.7,2,2,foul,L,inside,0,1
2175.0,99.3,2,1,strike,L,inside,0,1
2153.0,97.4,2,0,strike,L,inside,0,1
2089.0,99.0,1,0,ball,L,outside,0,1
2184.0,99.9,0,0,ball,L,outside,0,1
1281.0,84.1,2,2,out,R,outside,0,0
2228.0,99.3,1,2,ball,R,outside,0,0
2241.0,79.8,1,2,foul,R,inside,0,0
2186.0,97.0,1,1,foul,R,outside,0,0
2171.0,96.4,0,1,ball,R,outside,0,0
2250.0,91.4,0,0,strike,R,inside,0,0
2452.0,91.9,2,0,out,R,inside,1,2
2320.0,84.6,1,0,ball,R,outside,1,2
2136.0,95.7,0,0,ball,R,outside,1,2
2316.0,93.3,3,1,out,L,inside,1,1
1430.0,88.7,2,1,ball,L,outside,1,1
2053.0,97.0,1,1,ball,L,outside,1,1
2308.0,92.4,0,1,ball,L,outside,1,1
2079.0,97.1,0,0,strike,L,inside,1,1
1434.0,87.3,2,1,hit,R,inside,0,1
2363.0,92.4,2,0,strike,R,inside,0,1
2211.0,80.3,1,0,ball,R,outside,0,1
2091.0,79.2,0,0,ball,R,outside,0,1
2186.0,98.3,3,2,out,R,inside,0,0
2298.0,92.6,2,2,ball,R,outside,0,0
2184.0,98.5,2,1,foul,R,outside,0,0
2429.0,91.2,2,0,strike,R,inside,0,0
2167.0,96.9,1,0,ball,R,outside,0,0
2070.0,94.5,0,0,ball,R,outside,0,0
1306.0,87.7,2,2,out,R,outside,1,2
2160.0,81.3,2,2,foul,R,outside,1,2
2198.0,97.2,1,2,ball,R,outside,1,2
2371.0,94.8,1,1,foul,R,inside,1,2
2460.0,92.6,1,0,foul,R,inside,1,2
2132.0,98.9,0,0,hit,R,inside,0,2
1404.0,90.8,0,1,strike,R,inside,0,1
2150.0,98.5,0,0,strike,R,inside,0,1
2212.0,99.2,0,0,out,L,inside,0,0
2193.0,91.6,0,2,out,L,inside,1,1
2229.0,96.0,0,1,foul,L,inside,1,1
2266.0,92.2,0,0,foul,L,outside,1,1
2306.0,92.6,3,2,hit,L,inside,0,1
2098.0,96.2,2,2,ball,L,outside,0,1
2140.0,97.1,2,1,strike,L,outside,0,1
2247.0,91.2,1,1,ball,L,outside,0,1
1604.0,88.9,0,1,ball,L,outside,0,1
2293.0,91.1,0,0,strike,L,inside,0,1
2037.0,95.6,1,1,out,L,inside,0,0
2165.0,82.4,0,1,ball,L,outside,0,0
1589.0,89.6,0,0,foul,L,inside,0,0
2189.0,89.2,2,1,out,L,inside,1,1
1575.0,86.6,1,1,ball,L,outside,1,1
2173.0,78.3,0,1,ball,L,outside,1,1
2186.0,97.2,0,0,strike,L,inside,1,1
