release_spin_rate,release_speed,balls,strikes,result_derived,stand,in_or_off_plate,num_on_base,outs_when_up
1490.0,87.1,0,1,ball,R,outside,0,2
2076.0,95.5,0,0,strike,R,inside,0,2
1901.0,95.8,1,2,out,L,inside,0,1
1951.0,95.8,1,1,strike,L,inside,0,1
1930.0,76.3,1,0,strike,L,inside,0,1
2000.0,94.5,0,0,ball,L,outside,0,1
2052.0,94.6,0,0,out,R,inside,0,0
1915.0,76.9,0,1,out,R,inside,0,2
1917.0,77.0,0,0,strike,R,inside,0,2
2051.0,95.1,0,1,out,L,outside,0,1
2254.0,91.7,0,0,strike,L,inside,0,1
1568.0,87.7,0,2,out,R,inside,0,0
2065.0,95.8,0,1,strike,R,inside,0,0
1380.0,86.7,0,0,strike,R,inside,0,0
2282.0,96.1,3,2,out,L,inside,0,2
2383.0,92.3,3,1,foul,L,inside,0,2
2206.0,95.6,3,0,strike,L,inside,0,2
2197.0,95.0,2,0,ball,L,outside,0,2
2188.0,96.3,1,0,ball,L,outside,0,2
2069.0,77.0,0,0,ball,L,outside,0,2
2226.0,97.3,0,2,out,R,inside,0,1
1992.0,96.4,0,1,foul,R,inside,0,1
2058.0,96.3,0,0,strike,R,inside,0,1
2116.0,95.8,2,2,out,L,inside,0,0
1906.0,77.2,2,2,foul,L,outside,0,0
2165.0,96.7,1,2,ball,L,outside,0,0
1521.0,87.4,1,2,foul,L,inside,0,0
1664.0,88.1,1,1,strike,L,outside,0,0
2104.0,95.0,1,0,strike,L,outside,0,0
2126.0,95.2,0,0,ball,L,outside,0,0
1431.0,87.3,1,2,out,R,outside,0,2
2201.0,96.9,0,2,ball,R,outside,0,2
1542.0,87.8,0,1,foul,R,inside,0,2
1456.0,87.0,0,0,strike,R,inside,0,2
2254.0,91.3,3,2,out,L,inside,0,1
1945.0,78.0,2,2,ball,L,outside,0,1
2054.0,96.8,2,2,foul,L,inside,0,1
2312.0,93.1,2,1,strike,L,inside,0,1
1500.0,90.0,1,1,ball,L,outside,0,1
2007.0,96.1,0,1,ball,L,outside,1,0
2187.0,96.5,0,0,strike,L,outside,1,0
2178.0,84.1,0,1,hit,R,inside,0,0
1517.0,87.7,0,0,foul,R,inside,0,0
2061.0,94.6,1,1,out,R,inside,0,2
2038.0,83.9,0,1,ball,R,outside,0,2
1879.0,76.5,0,0,strike,R,outside,0,2
1614.0,88.3,1,1,out,L,inside,0,1
2361.0,91.1,1,0,strike,L,inside,0,1
1867.0,76.6,0,0,ball,L,outside,0,1
2152.0,96.3,1,2,out,R,inside,0,0
1671.0,88.7,1,2,foul,R,outside,0,0
2238.0,96.3,0,2,ball,R,outside,0,0
1696.0,88.0,0,1,strike,R,outside,0,0
1632.0,86.9,0,0,strike,R,outside,0,0
2199.0,95.0,0,0,strike,R,outside,1,2
2266.0,96.0,2,0,out,L,inside,1,1
1638.0,88.4,1,0,ball,L,outside,1,1
2298.0,91.6,0,0,ball,L,outside,1,1
1624.0,88.7,2,2,out,R,outside,0,1
1692.0,75.8,1,2,ball,R,outside,0,1
2292.0,97.4,1,2,foul,R,inside,0,1
1569.0,88.2,1,1,foul,R,inside,0,1
2203.0,96.5,1,0,strike,R,inside,0,1
2179.0,96.1,0,0,ball,R,outside,0,1
1997.0,94.1,0,0,out,L,inside,0,0
2113.0,97.3,0,1,out,R,inside,0,2
2146.0,97.4,0,0,strike,R,inside,0,2
2184.0,96.8,2,2,out,L,inside,0,1
2153.0,98.3,1,2,ball,L,outside,0,1
2344.0,91.6,1,1,strike,L,inside,0,1
1635.0,89.8,0,1,ball,L,outside,0,1
2043.0,77.8,0,0,foul,L,inside,0,1
2161.0,95.9,3,2,out,R,outside,0,0
2267.0,97.2,2,2,ball,R,outside,0,0
2084.0,96.6,2,1,foul,R,inside,0,0
2178.0,87.2,1,1,ball,R,outside,0,0
2260.0,92.4,0,1,ball,R,outside,0,0
2050.0,95.5,0,0,strike,R,inside,0,0
2372.0,92.1,1,2,out,L,inside,0,2
2074.0,77.3,1,1,strike,L,inside,0,2
1606.0,87.4,0,1,ball,L,outside,0,2
1701.0,89.6,0,0,foul,L,inside,0,2
1626.0,86.5,0,1,out,L,inside,0,2
1677.0,88.2,0,0,strike,L,inside,0,2
2377.0,91.2,2,1,out,R,outside,0,1
2119.0,94.4,2,0,strike,R,inside,0,1
2321.0,90.0,1,0,ball,R,outside,0,1
1964.0,93.8,0,0,ball,R,inside,0,1
1471.0,85.4,0,0,out,R,inside,0,0
1666.0,86.7,1,0,out,L,inside,1,2
2362.0,90.2,0,0,ball,L,outside,1,2
2286.0,90.9,3,1,walk,R,inside,0,2
2019.0,75.9,2,1,ball,R,outside,0,2
1574.0,89.2,1,1,ball,R,outside,0,2
1677.0,89.3,0,1,ball,R,inside,0,2
2034.0,77.0,0,0,strike,R,inside,0,2
2222.0,95.4,2,2,out,R,inside,0,1
2167.0,78.0,1,2,ball,R,outside,0,1
2199.0,95.0,1,1,strike,R,inside,0,1
2356.0,91.2,1,0,foul,R,outside,0,1
2118.0,85.4,0,0,ball,R,outside,0,1
1569.0,88.4,1,0,out,R,inside,2,2
2445.0,95.2,0,0,ball,R,outside,2,2
2256.0,90.1,3,2,walk,R,outside,1,2
1911.0,95.0,3,2,foul,R,inside,1,2
1688.0,85.3,2,2,ball,R,outside,1,2
2232.0,96.1,1,2,ball,R,outside,1,2
2063.0,77.6,0,2,ball,R,outside,1,2
2157.0,95.3,0,2,foul,R,inside,1,2
1551.0,87.2,0,1,strike,R,outside,1,2
2292.0,91.5,0,0,strike,R,inside,1,2
2322.0,90.3,0,1,out,L,inside,1,1
1593.0,86.1,0,0,foul,L,inside,1,1
2018.0,77.2,2,2,out,R,outside,1,0
2097.0,94.5,2,2,foul,R,inside,1,0
2252.0,91.5,2,1,foul,R,inside,1,0
1571.0,87.4,1,1,ball,R,outside,1,0
2173.0,95.4,1,0,strike,R,inside,1,0
2312.0,92.0,0,0,ball,R,outside,1,0
2111.0,94.3,1,2,hit,R,inside,0,0
1540.0,87.3,1,1,foul,R,outside,0,0
1720.0,86.8,1,0,strike,R,inside,0,0
2481.0,91.7,0,0,ball,R,outside,0,0
2209.0,95.8,3,2,out,L,outside,1,2
1671.0,89.0,2,2,ball,L,outside,1,2
2063.0,77.7,1,2,ball,L,outside,1,2
2166.0,95.7,1,2,foul,L,inside,1,2
1782.0,87.9,1,2,foul,L,outside,1,2
2418.0,91.6,1,1,strike,L,inside,1,2
2278.0,95.4,1,0,strike,L,inside,1,2
2114.0,92.7,0,0,ball,L,outside,1,2
2399.0,91.8,0,0,hit,R,inside,0,2
1600.0,88.7,1,1,out,R,inside,0,1
2064.0,77.3,0,1,ball,R,outside,0,1
2183.0,84.7,0,0,strike,R,outside,0,1
2318.0,91.9,0,0,out,L,outside,0,0
1795.0,77.8,1,1,out,R,inside,0,2
2210.0,95.9,1,0,strike,R,inside,0,2
1987.0,95.3,0,0,ball,R,outside,0,2
2322.0,90.3,0,0,out,R,inside,0,1
1796.0,87.8,1,1,out,L,outside,0,0
2037.0,76.2,1,0,strike,L,outside,0,0
1683.0,89.3,0,0,ball,L,outside,0,0
2434.0,90.7,3,2,out,R,inside,1,1
1775.0,89.4,2,2,ball,R,outside,1,1
1632.0,88.3,2,1,strike,R,outside,1,1
2326.0,90.3,1,1,ball,R,outside,1,1
2381.0,89.7,1,0,foul,R,inside,1,1
2121.0,76.8,0,0,ball,R,outside,1,1
1996.0,96.3,0,1,hit,R,outside,0,1
2074.0,95.6,0,0,foul,R,inside,0,1
2075.0,94.7,0,2,out,L,outside,0,0
2025.0,95.4,0,1,strike,L,inside,0,0
2047.0,94.9,0,0,strike,L,inside,0,0
2040.0,95.5,0,0,out,R,inside,2,2
2148.0,77.5,3,2,hit,R,inside,1,2
2213.0,85.0,2,2,ball,R,outside,1,2
2211.0,95.6,1,2,ball,R,outside,1,2
2204.0,95.0,0,2,ball,R,outside,1,2
1635.0,87.4,0,1,foul,R,inside,1,2
2028.0,77.6,0,0,strike,R,outside,1,2
1680.0,88.5,3,2,out,L,inside,1,1
2392.0,93.2,3,1,strike,L,outside,1,1
1806.0,89.0,2,1,ball,L,outside,1,1
1627.0,89.2,0,1,ball,L,inside,1,1
1566.0,89.4,1,1,hit,R,inside,0,1
2181.0,96.5,1,0,foul,R,inside,0,1
1966.0,77.0,0,0,ball,R,outside,0,1
2142.0,95.8,0,2,out,R,inside,0,0
1608.0,89.1,0,2,foul,R,inside,0,0
2189.0,95.6,0,1,strike,R,inside,0,0
2203.0,95.8,0,0,foul,R,inside,0,0
2025.0,78.1,1,1,out,L,outside,0,2
1718.0,91.9,0,1,ball,L,outside,0,2
2244.0,98.4,0,0,foul,L,inside,0,2
2230.0,98.8,2,2,out,R,inside,0,1
2064.0,79.1,2,2,foul,R,inside,0,1
1709.0,89.9,2,2,foul,R,inside,0,1
2263.0,97.0,2,2,foul,R,outside,0,1
2057.0,77.9,1,2,ball,R,outside,0,1
2411.0,91.5,1,1,foul,R,inside,0,1
1703.0,90.4,1,0,foul,R,outside,0,1
1729.0,91.3,0,0,ball,R,outside,0,1
2218.0,95.4,1,1,out,R,inside,0,0
2272.0,85.2,0,1,ball,R,outside,0,0
2405.0,91.7,0,0,foul,R,inside,0,0
2351.0,89.5,1,1,out,L,inside,0,2
2303.0,96.9,1,0,strike,L,inside,0,2
1987.0,77.2,0,0,ball,L,outside,0,2
2184.0,83.0,2,2,out,R,inside,0,1
2250.0,97.6,1,2,ball,R,outside,0,1
2251.0,97.0,0,2,ball,R,outside,0,1
1911.0,76.7,0,2,foul,R,inside,0,1
2130.0,83.2,0,1,strike,R,outside,0,1
2406.0,91.9,0,0,strike,R,inside,0,1
1576.0,90.0,0,1,out,L,inside,0,0
2022.0,75.8,0,0,strike,L,outside,0,0
2097.0,76.2,3,2,out,L,inside,0,2
2333.0,96.4,3,1,strike,L,inside,0,2
2241.0,96.7,2,1,ball,L,outside,0,2
2341.0,91.0,2,0,strike,L,outside,0,2
1684.0,90.7,1,0,ball,L,outside,0,2
2398.0,91.8,0,0,ball,L,outside,0,2
2224.0,96.8,1,2,out,R,inside,0,1
2260.0,96.6,1,1,strike,R,inside,0,1
1738.0,90.7,0,1,ball,R,outside,0,1
2157.0,96.3,0,0,strike,R,inside,0,1
2236.0,85.0,0,1,out,R,outside,0,0
1466.0,88.9,0,0,strike,R,outside,0,0
2067.0,77.7,3,2,out,L,outside,0,2
2255.0,96.6,2,2,ball,L,outside,0,2
2382.0,91.6,1,2,ball,L,outside,0,2
1551.0,88.1,1,1,foul,L,outside,0,2
1627.0,89.7,1,0,strike,L,inside,0,2
2243.0,97.7,0,0,ball,L,outside,0,2
2399.0,92.1,2,1,out,R,inside,0,1
1755.0,90.0,1,1,ball,R,outside,0,1
1804.0,89.2,1,0,foul,R,outside,0,1
2440.0,91.8,0,0,ball,R,outside,0,1
1722.0,89.4,1,2,out,R,outside,0,0
1661.0,89.4,1,1,strike,R,outside,0,0
2408.0,92.9,0,1,ball,R,outside,0,0
2022.0,75.6,0,0,strike,R,inside,0,0
1475.0,88.8,0,1,out,L,inside,1,2
2358.0,92.5,0,0,strike,L,inside,1,2
2327.0,91.1,0,2,out,R,inside,1,1
2111.0,96.6,0,2,foul,R,outside,1,1
2074.0,96.4,0,1,foul,R,outside,1,1
1944.0,77.4,0,0,foul,R,inside,1,1
2362.0,91.5,0,1,out,L,inside,1,0
1515.0,89.1,0,0,foul,L,inside,1,0
2191.0,97.9,2,2,hit,L,inside,0,0
2074.0,77.5,1,2,ball,L,outside,0,0
2287.0,96.7,1,1,foul,L,inside,0,0
2428.0,91.7,1,0,strike,L,inside,0,0
1776.0,89.8,0,0,ball,L,outside,0,0
2018.0,78.3,2,2,out,R,outside,0,2
2217.0,98.5,1,2,ball,R,outside,0,2
1801.0,89.7,1,1,foul,R,inside,0,2
2421.0,93.0,0,1,ball,R,outside,0,2
1664.0,88.1,0,0,strike,R,inside,0,2
1711.0,88.1,0,1,out,R,outside,1,0
2179.0,85.9,0,0,foul,R,inside,1,0
1797.0,91.1,1,1,hit,L,outside,0,0
2465.0,93.2,0,1,ball,L,outside,0,0
2152.0,95.8,0,0,strike,L,inside,0,0
2096.0,98.1,1,2,out,R,inside,1,2
2006.0,78.1,0,2,ball,R,outside,1,2
2054.0,97.2,0,1,foul,R,outside,1,2
1618.0,88.8,0,0,foul,R,inside,1,2
2250.0,97.8,1,0,hit,R,inside,0,2
2434.0,93.7,0,0,ball,R,outside,0,2
1989.0,78.9,2,2,out,L,outside,0,1
2303.0,98.9,1,2,ball,L,inside,0,1
1690.0,90.6,0,2,ball,L,outside,0,1
1752.0,90.4,0,1,strike,L,inside,0,1
2063.0,77.2,0,0,strike,L,inside,0,1
2077.0,78.5,2,2,out,R,outside,0,0
1878.0,91.0,2,2,foul,R,inside,0,0
2315.0,97.5,1,2,ball,R,outside,0,0
2301.0,97.3,0,2,ball,R,outside,0,0
1661.0,88.4,0,1,foul,R,inside,0,0
2379.0,93.0,0,0,foul,R,inside,0,0
2227.0,97.0,2,2,out,L,inside,0,2
1768.0,89.5,1,2,ball,L,outside,0,2
1759.0,90.2,1,1,strike,L,outside,0,2
2413.0,92.1,1,0,strike,L,inside,0,2
2208.0,97.2,0,0,ball,L,inside,0,2
1719.0,90.7,1,0,out,L,outside,0,1
2190.0,96.2,0,0,ball,L,outside,0,1
2249.0,96.9,0,2,out,R,inside,0,0
1792.0,89.3,0,1,strike,R,outside,0,0
2227.0,95.8,0,0,strike,R,inside,0,0
2251.0,96.8,3,2,out,R,outside,0,2
2231.0,98.0,2,2,ball,R,outside,0,2
1956.0,78.1,1,2,ball,R,outside,0,2
2138.0,96.4,1,1,foul,R,inside,0,2
2097.0,77.2,1,0,strike,R,outside,0,2
2240.0,98.4,0,0,ball,R,outside,0,2
1969.0,77.8,0,2,out,L,inside,0,1
2307.0,94.1,0,1,strike,L,inside,0,1
2242.0,96.8,0,0,foul,L,inside,0,1
1669.0,90.1,1,1,out,R,inside,0,0
2013.0,96.5,0,1,ball,R,outside,0,0
2010.0,95.9,0,0,strike,R,outside,0,0
2276.0,94.2,0,1,out,L,inside,1,1
2068.0,74.9,0,0,strike,L,inside,1,1
2321.0,89.9,1,0,hit,R,inside,0,1
2053.0,93.9,0,0,ball,R,outside,0,1
2207.0,87.6,0,0,out,L,inside,0,0
1687.0,87.2,3,2,out,R,inside,1,2
2423.0,91.3,3,1,strike,R,inside,1,2
1639.0,87.5,2,1,ball,R,outside,1,2
2342.0,89.6,2,0,strike,R,inside,1,2
2332.0,91.1,1,0,ball,R,outside,1,2
2061.0,75.9,0,0,ball,R,outside,1,2
1552.0,87.1,1,2,out,R,inside,1,1
2130.0,95.3,1,2,foul,R,inside,1,1
2204.0,84.4,1,1,foul,R,inside,1,1
2204.0,95.1,0,1,ball,R,outside,1,1
2105.0,84.3,0,0,strike,R,inside,1,1
2172.0,97.5,1,2,hit,L,inside,0,1
2035.0,76.7,0,2,ball,L,outside,0,1
1792.0,89.4,0,1,foul,L,inside,0,1
2262.0,95.9,0,0,strike,L,inside,0,1
2230.0,95.3,3,2,out,R,outside,0,0
2253.0,96.5,2,2,ball,R,outside,0,0
2172.0,94.5,1,2,ball,R,outside,0,0
1578.0,87.1,1,1,foul,R,inside,0,0
1475.0,86.4,0,1,ball,R,outside,0,0
2163.0,92.9,0,0,strike,R,inside,0,0
2339.0,95.6,2,0,out,R,inside,0,2
1571.0,87.4,1,0,ball,R,outside,0,2
2134.0,94.4,0,0,ball,R,outside,0,2
1749.0,87.4,1,1,out,R,inside,1,0
2225.0,93.2,0,1,ball,R,outside,1,0
2283.0,94.0,0,0,strike,R,inside,1,0
1590.0,87.2,0,2,hit,L,inside,0,0
1594.0,87.6,0,1,strike,L,outside,0,0
2037.0,74.2,0,0,strike,L,inside,0,0
1866.0,87.7,3,2,out,R,inside,0,2
2195.0,95.8,2,2,ball,R,outside,0,2
2305.0,96.9,1,2,ball,R,outside,0,2
1772.0,88.0,1,1,strike,R,outside,0,2
1997.0,74.9,1,0,strike,R,inside,0,2
2219.0,95.2,0,0,ball,R,outside,0,2
1641.0,87.3,0,2,out,L,outside,0,1
1816.0,87.4,0,1,foul,L,inside,0,1
2154.0,94.6,0,0,foul,L,inside,0,1
2122.0,92.7,0,2,out,R,inside,1,0
1629.0,86.8,0,1,strike,R,inside,1,0
2189.0,94.0,0,0,strike,R,inside,1,0
2313.0,90.2,1,0,hit,R,inside,2,0
2006.0,75.7,0,0,ball,R,outside,2,0
2270.0,94.3,0,1,walk,L,outside,1,0
2067.0,75.5,0,0,strike,L,inside,1,0
2431.0,90.1,3,2,walk,R,outside,0,0
2281.0,95.0,3,1,strike,R,outside,0,0
2286.0,95.1,2,1,ball,R,outside,0,0
2115.0,75.4,1,1,ball,R,outside,0,0
2346.0,89.8,1,0,strike,R,inside,0,0
2121.0,93.2,0,0,ball,R,outside,0,0
2309.0,97.0,0,2,out,R,outside,0,2
2138.0,94.3,0,1,strike,R,outside,0,2
2142.0,76.2,0,0,strike,R,inside,0,2
2167.0,96.1,2,2,out,R,inside,0,1
2354.0,90.8,2,1,strike,R,outside,0,1
1672.0,88.3,1,1,ball,R,outside,0,1
2203.0,93.9,0,1,ball,R,outside,0,1
2243.0,94.5,0,0,foul,R,inside,0,1
2241.0,93.3,0,0,out,L,inside,0,0
2312.0,95.4,2,2,out,R,outside,2,2
2251.0,95.7,2,1,strike,R,inside,2,2
2344.0,89.7,2,0,strike,R,inside,2,2
2430.0,90.8,1,0,ball,R,outside,2,2
2340.0,89.8,0,0,ball,R,outside,2,2
2386.0,91.4,1,0,hit,L,inside,1,2
2193.0,96.2,0,0,ball,L,outside,1,2
1890.0,75.3,0,0,ball,R,outside,1,2
1743.0,88.7,2,2,out,R,outside,1,1
1622.0,88.4,1,2,ball,R,outside,1,1
2079.0,76.9,1,1,strike,R,inside,1,1
2160.0,94.9,1,0,foul,R,inside,1,1
2320.0,92.1,0,0,ball,R,outside,1,1
2038.0,94.8,3,2,out,L,inside,1,0
2252.0,90.3,3,2,foul,L,outside,1,0
1613.0,87.0,2,2,ball,L,outside,1,0
2171.0,94.3,2,1,strike,L,outside,1,0
1725.0,87.8,1,1,ball,L,outside,1,0
2154.0,94.3,0,1,ball,L,outside,1,0
2077.0,93.2,0,0,foul,L,inside,1,0
2163.0,83.9,0,1,hit,R,inside,0,0
2142.0,94.4,0,0,strike,R,inside,0,0
1649.0,88.7,2,2,out,R,outside,1,2
2225.0,77.6,1,2,ball,R,outside,1,2
2202.0,95.0,1,1,strike,R,inside,1,2
2176.0,94.8,0,1,ball,R,outside,1,2
1600.0,87.7,0,0,strike,R,inside,1,2
2370.0,90.9,1,0,out,L,outside,1,1
2008.0,76.1,0,0,ball,L,outside,1,1
2137.0,96.0,2,1,hit,R,outside,0,1
2182.0,95.1,2,0,strike,R,inside,0,1
2137.0,96.5,1,0,ball,R,outside,0,1
2176.0,84.6,0,0,ball,R,outside,0,1
1573.0,88.4,2,2,out,L,outside,0,0
2135.0,77.2,1,2,ball,L,outside,0,0
2401.0,91.3,1,1,foul,L,outside,0,0
1760.0,88.9,0,1,ball,L,outside,0,0
2082.0,94.5,0,0,strike,L,inside,0,0
2132.0,95.9,1,2,out,R,outside,0,2
2083.0,93.7,1,1,strike,R,outside,0,2
2232.0,86.0,1,0,foul,R,inside,0,2
1591.0,89.2,0,0,ball,R,outside,0,2
2360.0,91.2,2,0,out,L,inside,0,1
1758.0,89.2,1,0,ball,L,outside,0,1
1752.0,76.5,0,0,ball,L,outside,0,1
2094.0,95.0,0,2,out,R,outside,0,0
1602.0,88.9,0,1,strike,R,outside,0,0
2021.0,76.2,0,0,foul,R,inside,0,0
1619.0,87.5,2,2,out,L,inside,1,2
1972.0,76.8,2,2,foul,L,outside,1,2
2430.0,91.6,2,1,strike,L,outside,1,2
1971.0,77.1,1,1,ball,L,outside,1,2
2220.0,95.8,0,1,ball,L,outside,1,2
1913.0,76.3,0,0,strike,L,inside,1,2
1640.0,88.1,0,1,out,L,inside,2,1
1958.0,76.4,0,0,strike,L,inside,2,1
2367.0,90.7,0,0,hit,R,inside,1,1
2376.0,91.3,0,0,hit,L,inside,0,1
1746.0,88.7,1,2,out,R,inside,0,0
1760.0,89.5,0,2,ball,R,outside,0,0
2023.0,76.8,0,1,strike,R,outside,0,0
2141.0,94.7,0,0,strike,R,inside,0,0
1613.0,89.1,3,2,out,L,inside,1,1
2394.0,91.1,3,2,foul,L,inside,1,1
1734.0,88.4,3,2,foul,L,inside,1,1
2058.0,77.0,2,2,ball,L,inside,1,1
2065.0,95.6,1,2,ball,L,outside,1,1
1706.0,88.3,1,1,strike,L,outside,1,1
2400.0,90.7,1,0,strike,L,inside,1,1
2335.0,91.1,0,0,ball,L,outside,1,1
2167.0,96.7,0,0,hit,R,inside,0,1
2322.0,90.5,3,2,out,L,outside,0,0
1754.0,90.0,2,2,ball,L,outside,0,0
2048.0,76.6,1,2,ball,L,outside,0,0
2341.0,90.8,1,1,strike,L,outside,0,0
1615.0,89.0,0,1,ball,L,outside,0,0
2120.0,94.2,0,0,foul,L,inside,0,0
2054.0,96.2,2,1,out,R,outside,1,2
1954.0,96.5,1,1,ball,R,outside,1,2
1689.0,88.7,0,1,ball,R,outside,1,2
2207.0,96.9,0,0,strike,R,inside,1,2
1491.0,89.5,0,2,out,L,inside,1,1
2062.0,77.0,0,2,foul,L,outside,1,1
2040.0,96.1,0,1,foul,L,inside,1,1
1837.0,75.7,0,0,strike,L,inside,1,1
1806.0,89.7,2,2,out,L,inside,1,0
2184.0,96.5,2,2,foul,L,inside,1,0
2380.0,92.3,2,1,strike,L,inside,1,0
2188.0,95.3,1,1,ball,L,outside,1,0
1728.0,88.7,0,1,ball,L,outside,1,0
2472.0,91.2,0,0,strike,L,inside,1,0
2149.0,95.0,2,0,hit,R,inside,0,0
2399.0,91.5,1,0,ball,R,outside,0,0
2105.0,75.7,0,0,ball,R,outside,0,0
2029.0,77.1,2,2,out,L,outside,2,2
2174.0,95.1,1,2,ball,L,outside,2,2
2185.0,95.6,1,1,foul,L,inside,2,2
2359.0,91.5,1,0,foul,L,outside,2,2
2089.0,77.0,0,0,ball,L,outside,2,2
2176.0,96.6,3,2,walk,R,outside,1,2
1640.0,88.1,2,2,ball,R,outside,1,2
1638.0,88.3,1,2,ball,R,outside,1,2
2171.0,94.9,1,1,foul,R,inside,1,2
1817.0,87.2,1,0,foul,R,inside,1,2
2383.0,92.0,0,0,ball,R,outside,1,2
2165.0,95.9,0,1,out,L,inside,1,1
2338.0,92.4,0,0,strike,L,inside,1,1
1745.0,88.5,0,2,hit,R,inside,0,1
2060.0,79.1,0,2,foul,R,inside,0,1
2188.0,95.1,0,1,strike,R,outside,0,1
2227.0,97.5,0,0,strike,R,inside,0,1
2334.0,96.9,2,2,out,L,inside,1,0
2296.0,95.1,1,2,ball,L,outside,1,0
2279.0,96.5,1,1,strike,L,outside,1,0
2485.0,91.6,0,1,ball,L,outside,1,0
2382.0,92.1,0,0,foul,L,outside,1,0
2134.0,96.6,0,0,hit,R,inside,0,0
2287.0,90.2,2,0,out,L,inside,1,2
1751.0,89.2,1,0,ball,L,outside,1,2
2455.0,91.0,0,0,ball,L,outside,1,2
2199.0,94.9,0,2,out,R,outside,1,1
1697.0,87.9,0,1,foul,R,inside,1,1
2286.0,95.9,0,0,strike,R,inside,1,1
2155.0,77.2,0,1,hit,L,outside,0,1
2441.0,90.3,0,0,strike,L,inside,0,1
2059.0,77.4,1,2,out,R,outside,0,0
2204.0,96.3,1,2,foul,R,inside,0,0
2134.0,95.7,0,2,ball,R,outside,0,0
1717.0,88.5,0,2,foul,R,inside,0,0
2171.0,83.0,0,1,foul,R,inside,0,0
2153.0,94.4,0,0,strike,R,inside,0,0
1767.0,87.4,0,1,out,L,inside,1,2
2399.0,89.2,0,0,strike,L,inside,1,2
2334.0,94.6,1,2,hit,R,inside,1,2
1551.0,88.4,1,1,strike,R,inside,1,2
2311.0,91.6,1,0,foul,R,inside,1,2
2389.0,92.0,0,0,ball,R,outside,1,2
1804.0,77.7,0,2,hit,L,inside,1,2
2100.0,95.3,0,1,foul,L,inside,1,2
2390.0,92.2,0,0,strike,L,inside,1,2
2341.0,91.1,0,0,hit,L,inside,0,2
1670.0,89.2,2,2,out,R,outside,0,1
2191.0,97.4,2,2,foul,R,inside,0,1
2306.0,97.2,2,2,foul,R,outside,0,1
1802.0,89.2,2,1,strike,R,outside,0,1
2338.0,84.1,1,1,ball,R,outside,0,1
2344.0,96.2,1,0,strike,R,inside,0,1
2276.0,95.7,0,0,ball,R,outside,0,1
2215.0,95.6,2,2,out,L,outside,0,0
1716.0,88.7,1,2,ball,L,outside,0,0
1793.0,90.1,0,2,ball,L,outside,0,0
2332.0,90.9,0,1,foul,L,outside,0,0
2039.0,76.7,0,0,foul,L,inside,0,0
2052.0,95.1,2,2,out,R,outside,0,2
1734.0,90.1,2,2,foul,R,outside,0,2
1722.0,90.0,2,1,strike,R,outside,0,2
2254.0,96.2,2,0,strike,R,inside,0,2
2249.0,96.1,1,0,ball,R,outside,0,2
2386.0,90.6,0,0,ball,R,outside,0,2
2063.0,77.7,1,2,out,L,inside,0,1
2208.0,94.8,0,2,ball,L,outside,0,1
1894.0,89.9,0,1,strike,L,inside,0,1
2161.0,76.2,0,0,strike,L,inside,0,1
2245.0,95.1,2,2,out,R,inside,0,0
1746.0,89.7,1,2,ball,R,outside,0,0
2245.0,77.1,1,1,strike,R,outside,0,0
1760.0,89.6,1,0,foul,R,outside,0,0
2411.0,91.2,0,0,ball,R,outside,0,0
2117.0,94.0,1,2,hit,L,inside,0,0
2066.0,95.2,1,1,strike,L,outside,0,0
2426.0,90.3,0,0,foul,L,inside,0,0
2025.0,77.6,1,2,out,R,outside,1,2
2227.0,94.7,0,2,ball,R,outside,1,2
2175.0,95.9,0,1,strike,R,inside,1,2
2336.0,89.2,0,0,strike,R,inside,1,2
1615.0,88.3,0,0,hit,L,inside,2,2
1804.0,89.7,1,1,hit,L,inside,2,2
2366.0,96.7,0,1,ball,L,outside,2,2
2044.0,76.7,0,0,strike,L,inside,2,2
2165.0,77.1,0,0,hit,R,inside,1,2
1749.0,87.9,1,2,out,L,inside,1,1
1781.0,89.5,1,1,strike,L,inside,1,1
1689.0,90.1,1,0,strike,L,outside,1,1
2369.0,92.0,0,0,ball,L,outside,1,1
2213.0,82.7,1,2,hit,R,inside,0,1
2133.0,95.4,0,2,ball,R,outside,0,1
2258.0,95.1,0,1,foul,R,inside,0,1
2281.0,97.2,0,0,strike,R,inside,0,1
1845.0,91.0,1,2,out,L,inside,0,0
2209.0,95.7,0,2,ball,L,outside,0,0
2351.0,91.2,0,1,foul,L,inside,0,0
2049.0,75.4,0,0,strike,L,inside,0,0
1711.0,90.3,2,2,out,R,inside,1,2
1710.0,89.8,1,2,ball,R,outside,1,2
2190.0,95.0,0,2,ball,R,outside,1,2
1644.0,88.0,0,1,strike,R,inside,1,2
2072.0,77.1,0,0,strike,R,outside,1,2
1732.0,88.8,2,1,out,L,inside,1,1
1776.0,87.7,1,1,ball,L,outside,1,1
2487.0,92.3,1,0,strike,L,inside,1,1
2348.0,91.3,0,0,ball,L,outside,1,1
2169.0,86.1,0,2,hit,R,inside,0,1
2196.0,96.0,0,2,foul,R,outside,0,1
2182.0,95.3,0,1,foul,R,inside,0,1
2211.0,96.2,0,0,strike,R,inside,0,1
1850.0,90.1,0,2,out,L,outside,0,0
2355.0,91.4,0,1,strike,L,inside,0,0
2180.0,95.2,0,0,strike,L,inside,0,0
2405.0,91.1,2,0,hit,L,inside,1,2
2440.0,91.4,1,0,ball,L,outside,1,2
2148.0,96.0,0,0,ball,L,outside,1,2
